reading_id,timestamp,year,month,hour,day_of_week,is_weekend,is_rush_hour,season,station_id,station_type,elevation_m,near_highway,near_industry,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,pressure_hpa,precipitation_mm,visibility_km,temp_inversion,pm25,pm10,no2,o3,so2,co,benzene,aqi,label_respiratory_risk,label_cardiovascular_risk,label_vulnerable_alert,label_outdoor_warning,label_industrial_event
RDG0003994,2022-03-09 01:00:00,2022,3,1,2,0,0,Spring,STN_RURAL_01,Rural,261.8,0,0,10.1,73.8,3.2,,998.7,2.0,10.5,0,1.4,6.8,28.4,21.6,1.2,0.87,1.92,6,0,0,0,0,0
RDG0009240,2023-10-08 07:00:00,2023,10,7,6,1,1,Fall,STN_SUBURB_02,Suburban,61.3,0,0,16.2,69.4,6.2,2.4,1011.9,0.0,7.2,0,10.5,24.6,25.4,17.4,2.5,1.41,5.43,44,0,0,0,0,0
RDG0003482,2022-01-10 23:00:00,2022,1,23,0,0,0,Winter,STN_SUBURB_02,Suburban,99.0,0,0,-0.0,76.4,1.6,,1006.6,0.0,12.4,0,15.0,28.7,19.9,10.0,4.4,3.87,8.34,57,0,0,1,0,1
RDG0000416,2021-02-15 10:00:00,2021,2,10,0,0,0,Winter,STN_SUBURB_02,Suburban,109.6,0,0,4.7,76.2,4.8,177.9,1003.7,0.0,11.9,0,19.9,33.6,19.7,25.1,25.0,5.02,0.7,67,0,0,1,0,0
RDG0001217,2021-05-10 23:00:00,2021,5,23,0,0,0,Spring,STN_SUBURB_02,Suburban,34.9,0,0,23.3,68.5,3.2,60.6,1004.8,10.0,5.8,0,12.9,24.4,80.5,36.4,4.0,1.78,8.97,53,0,0,1,0,1
RDG0000510,2021-02-26 05:00:00,2021,2,5,4,0,0,Winter,STN_URBAN_01,Urban,95.1,1,0,-2.5,78.5,2.8,27.7,1011.6,0.0,2.1,0,10.9,8.9,58.7,31.8,2.0,8.58,4.36,45,0,0,0,0,0
RDG0001501,2021-06-09 23:00:00,2021,6,23,2,0,0,Summer,STN_INDUSTRIAL_01,Industrial,48.3,1,1,19.5,77.5,0.1,120.8,1014.4,2.0,19.1,0,31.9,72.2,54.4,14.7,29.2,18.4,8.7,93,0,1,1,0,1
RDG0003019,2021-11-21 16:00:00,2021,11,16,6,1,1,Fall,STN_INDUSTRIAL_01,Industrial,27.7,1,1,22.1,89.1,0.3,215.8,1012.9,0.0,,0,68.1,109.1,64.1,51.7,22.4,6.71,5.92,158,1,1,1,1,1
RDG0001523,2021-06-12 22:00:00,2021,6,22,5,1,0,Summer,STN_URBAN_01,Urban,18.6,1,0,34.6,76.4,1.7,298.1,1016.4,0.0,7.1,0,9.3,14.8,51.3,36.2,4.7,2.45,1.28,39,0,0,0,0,0
RDG0002029,2021-08-06 19:00:00,2021,8,19,4,0,1,Summer,STN_URBAN_02,Urban,53.2,0,0,35.1,36.4,12.1,312.3,1020.3,0.0,7.6,0,31.8,52.0,39.0,51.3,35.2,5.7,2.44,92,0,0,0,0,0
RDG0007963,2023-05-18 10:00:00,2023,5,10,3,0,0,Spring,STN_URBAN_02,Urban,104.6,0,0,15.8,70.3,6.6,93.9,1004.4,0.0,5.0,0,6.7,14.6,24.4,80.8,29.9,2.0,5.08,28,0,0,0,1,1
RDG0004981,2022-06-22 15:00:00,2022,6,15,2,0,0,Summer,STN_URBAN_02,Urban,20.1,0,0,28.9,61.8,1.3,314.0,1013.8,0.0,6.7,0,39.4,63.7,34.1,45.3,1.9,3.57,8.45,111,1,0,1,1,1
RDG0000487,2021-02-23 23:00:00,2021,2,23,1,0,0,Winter,STN_INDUSTRIAL_01,Industrial,37.1,1,1,-1.6,39.9,1.2,345.4,1014.9,2.0,18.6,0,19.2,34.8,55.2,6.7,13.7,3.47,4.83,66,0,0,1,0,0
RDG0003885,2022-02-25 00:00:00,2022,2,0,4,0,0,Winter,STN_INDUSTRIAL_01,Industrial,35.8,1,1,-10.6,65.5,2.4,50.6,1018.0,0.0,14.1,0,26.6,48.0,46.8,4.4,14.7,5.78,9.45,81,0,0,1,0,1
RDG0006053,2022-10-14 18:00:00,2022,10,18,4,0,1,Fall,STN_RURAL_01,Rural,272.8,0,0,6.6,62.8,2.8,324.7,1016.5,0.0,15.1,0,29.5,42.5,19.2,13.4,5.7,0.85,1.55,88,0,0,0,0,0
RDG0002150,2021-08-19 12:00:00,2021,8,12,3,0,0,Summer,STN_SUBURB_01,Suburban,66.9,0,0,22.6,40.0,0.8,,1005.2,5.0,5.0,0,51.3,96.4,31.4,92.5,9.8,4.52,2.73,140,1,0,1,1,0
RDG0003533,2022-01-16 18:00:00,2022,1,18,6,1,1,Winter,STN_URBAN_02,Urban,20.2,0,0,6.2,55.7,0.9,134.0,1014.4,0.0,7.5,0,36.1,54.6,35.6,3.8,29.4,4.36,1.38,102,1,0,1,1,0
RDG0007249,2023-02-22 14:00:00,2023,2,14,2,0,0,Winter,STN_INDUSTRIAL_01,Industrial,40.6,1,1,-7.5,69.6,5.0,215.7,1008.0,1.0,16.4,0,32.0,62.7,56.1,82.3,42.2,3.7,9.19,93,0,0,1,0,1
RDG0009070,2023-09-18 00:00:00,2023,9,0,0,0,0,Fall,STN_URBAN_01,Urban,5.1,1,0,9.6,59.9,0.7,194.9,1016.9,0.0,5.3,0,16.2,27.0,61.7,21.0,2.8,1.52,1.2,60,0,0,1,0,0
RDG0003279,2021-12-20 21:00:00,2021,12,21,0,0,0,Winter,STN_RURAL_01,Rural,416.2,0,0,11.1,72.5,4.6,194.0,1024.6,0.0,9.8,0,26.4,52.0,16.1,17.7,8.9,1.58,3.74,81,0,0,1,0,0
RDG0008871,2023-08-24 11:00:00,2023,8,11,3,0,0,Summer,STN_URBAN_02,Urban,109.4,0,0,34.5,51.0,3.5,202.9,1014.9,10.0,4.1,0,35.0,53.3,36.8,60.4,9.7,3.73,,99,0,0,1,0,0
RDG0006138,2022-10-23 15:00:00,2022,10,15,6,1,0,Fall,STN_INDUSTRIAL_01,Industrial,24.2,1,1,15.8,57.3,5.4,,1010.2,0.0,6.4,0,10.0,15.3,84.4,32.3,20.5,0.93,7.87,42,0,0,0,0,1
RDG0006843,2023-01-08 00:00:00,2023,1,0,6,1,0,Winter,STN_RURAL_01,Rural,217.6,0,0,5.5,52.5,1.5,110.8,1000.1,0.0,2.7,0,5.7,2.5,30.0,31.8,0.8,1.29,1.8,24,0,0,0,0,0
RDG0009732,2023-11-29 01:00:00,2023,11,1,2,0,0,Fall,STN_SUBURB_01,Suburban,112.7,0,0,19.7,37.7,0.8,105.7,1006.7,10.0,17.2,0,4.5,2.5,36.3,23.8,11.1,6.02,1.33,19,0,1,0,0,0
RDG0008689,2023-08-05 11:00:00,2023,8,11,5,1,0,Summer,STN_URBAN_02,Urban,34.5,0,0,37.3,46.2,3.0,153.5,1007.6,0.0,6.5,0,24.9,40.6,11.4,41.8,8.2,4.04,5.43,78,0,0,1,0,1
RDG0004099,2022-03-19 04:00:00,2022,3,4,5,1,0,Spring,STN_INDUSTRIAL_01,Industrial,25.6,1,1,8.2,75.3,1.8,73.5,1016.6,0.0,4.0,0,40.6,88.4,34.7,23.1,35.9,2.69,7.42,114,1,1,1,1,1
RDG0002943,2021-11-12 07:00:00,2021,11,7,4,0,1,Fall,STN_RURAL_01,Rural,454.9,0,0,14.8,99.8,10.8,312.5,1015.4,0.0,4.8,0,10.5,10.0,65.5,12.5,6.1,0.92,3.03,44,0,0,0,0,0
RDG0007234,2023-02-21 02:00:00,2023,2,2,1,0,0,Winter,STN_RURAL_01,Rural,329.2,0,0,5.1,91.2,3.9,189.6,1003.9,0.0,10.1,0,7.0,9.2,14.4,27.8,7.8,0.93,2.13,29,0,0,1,0,0
RDG0006689,2022-12-23 18:00:00,2022,12,18,4,0,1,Winter,STN_SUBURB_01,Suburban,99.6,0,0,2.5,58.9,1.6,309.1,1014.1,0.5,5.6,0,37.3,79.4,69.4,5.2,20.1,1.87,3.28,105,1,0,1,1,0
RDG0009216,2023-10-05 12:00:00,2023,10,12,3,0,0,Fall,STN_RURAL_01,Rural,322.4,0,0,0.2,72.0,4.0,73.2,1016.3,0.0,8.5,0,6.4,15.4,15.4,30.6,4.0,0.7,0.48,27,0,0,0,0,0
RDG0003208,2021-12-12 15:00:00,2021,12,15,6,1,0,Winter,STN_URBAN_01,Urban,40.1,1,0,9.2,78.3,0.6,339.4,996.7,0.0,5.8,0,68.6,103.7,51.2,98.4,6.7,2.85,3.06,158,1,1,1,1,0
RDG0004641,2022-05-14 14:00:00,2022,5,14,5,1,0,Spring,STN_RURAL_01,Rural,264.4,0,0,13.3,57.0,0.2,268.1,1015.9,0.0,14.9,0,9.6,21.7,14.8,17.4,3.2,3.44,2.41,40,0,0,0,0,0
RDG0004537,2022-05-04 05:00:00,2022,5,5,2,0,0,Spring,STN_URBAN_02,Urban,80.2,0,0,12.4,83.4,2.0,347.5,1019.3,0.0,8.5,0,8.5,2.0,40.1,27.3,17.4,3.38,1.62,35,0,1,1,0,0
RDG0005843,2022-09-23 03:00:00,2022,9,3,4,0,0,Fall,STN_URBAN_02,Urban,37.1,0,0,13.5,56.8,4.8,20.7,1011.8,0.0,7.2,0,17.8,24.5,31.5,21.2,24.3,1.95,7.93,63,0,0,1,0,1
RDG0008941,2023-09-02 19:00:00,2023,9,19,5,1,1,Fall,STN_URBAN_01,Urban,63.6,1,0,17.1,53.0,3.5,178.9,1017.0,0.0,11.7,0,66.3,86.5,69.3,43.9,9.1,4.24,4.07,157,1,1,1,1,0
RDG0009620,2023-11-17 23:00:00,2023,11,23,4,0,0,Fall,STN_RURAL_01,Rural,362.4,0,0,16.9,50.3,4.2,127.0,997.8,0.0,9.1,0,23.0,46.6,29.6,26.0,7.5,0.61,,74,0,0,0,0,0
RDG0005795,2022-09-17 18:00:00,2022,9,18,5,1,1,Fall,STN_URBAN_02,Urban,74.8,0,0,13.5,83.5,19.9,186.5,1014.1,0.0,6.8,0,1.0,2.5,41.4,16.8,6.3,6.18,2.48,4,0,0,0,0,0
RDG0001608,2021-06-22 11:00:00,2021,6,11,1,0,0,Summer,STN_URBAN_01,Urban,67.2,1,0,28.5,30.8,4.1,211.0,1011.8,0.0,5.8,0,50.1,108.2,32.9,90.2,4.6,4.92,3.19,137,1,0,1,1,0
RDG0000014,2021-01-01 23:00:00,2021,1,23,4,0,0,Winter,STN_SUBURB_01,Suburban,23.8,0,0,3.7,74.5,1.6,306.4,1014.1,0.0,6.8,0,24.4,51.1,29.6,6.6,13.9,5.89,6.83,77,0,0,1,1,1
RDG0006939,2023-01-19 00:00:00,2023,1,0,3,0,0,Winter,STN_SUBURB_01,INDUSTRIAL,34.0,0,0,8.6,79.0,0.6,84.2,998.3,0.0,5.4,0,6.1,9.0,64.7,16.8,7.3,2.89,9.68,25,0,0,0,0,1
RDG0005982,2022-10-06 12:00:00,2022,10,12,3,0,0,Fall,STN_INDUSTRIAL_01,Industrial,40.0,1,1,7.9,48.7,3.7,232.9,1011.1,0.0,5.6,0,36.2,51.5,60.6,19.8,31.1,8.32,11.44,103,1,0,1,1,1
RDG0003038,2021-11-23 11:00:00,2021,11,11,1,0,0,Fall,STN_SUBURB_02,Suburban,104.2,0,0,9.6,32.9,6.9,,1008.2,0.5,4.4,0,8.7,12.2,38.3,12.5,4.9,1.54,11.07,36,1,0,0,0,1
RDG0001393,2021-05-28 04:00:00,2021,5,4,4,0,0,Spring,STN_SUBURB_02,Suburban,97.2,0,0,12.0,64.2,1.1,199.2,1015.5,0.0,5.4,0,7.4,12.2,69.5,70.3,11.7,2.28,2.03,31,1,0,0,0,0
RDG0004509,2022-04-30 20:00:00,2022,4,20,5,1,0,Spring,STN_SUBURB_02,Suburban,46.4,0,0,18.1,79.3,2.5,330.1,995.2,0.5,10.4,0,27.4,55.3,22.6,51.0,6.1,2.82,3.31,83,0,0,1,0,0
RDG0001330,2021-05-22 05:00:00,2021,5,5,5,1,0,Spring,STN_RURAL_01,Rural,361.7,0,0,14.8,62.1,2.5,358.5,1006.2,0.0,20.3,0,5.5,2.0,40.3,32.3,9.9,1.43,1.51,23,0,0,0,0,0
RDG0001026,2021-04-19 22:00:00,2021,4,22,0,0,0,Spring,STN_URBAN_01,Urban,55.2,1,0,11.1,62.5,1.4,159.4,1008.5,1.0,2.8,0,37.8,55.3,109.0,4.8,7.3,4.53,1.44,107,1,0,1,1,0
RDG0004157,2022-03-25 05:00:00,2022,3,5,4,0,0,Spring,STN_SUBURB_02,Suburban,101.3,0,0,16.0,72.4,7.1,250.7,1008.6,0.0,10.9,0,47.0,75.1,36.0,15.6,1.6,3.14,3.67,129,1,0,1,1,0
RDG0008405,2023-07-02 20:00:00,2023,7,20,6,1,0,Summer,STN_URBAN_01,Urban,41.0,1,0,25.0,39.4,12.8,,1025.1,0.0,5.9,0,3.8,8.2,46.6,11.6,6.3,6.39,4.84,16,0,0,0,0,0
RDG0002464,2021-09-23 00:00:00,2021,9,0,3,0,0,Fall,STN_URBAN_02,Urban,95.4,0,0,14.0,54.9,5.5,189.7,996.7,0.0,4.7,0,43.0,66.3,42.5,27.0,2.1,5.56,2.84,119,1,0,1,1,0
RDG0000333,2021-02-07 13:00:00,2021,2,13,6,1,0,Winter,STN_SUBURB_02,Suburban,95.7,0,0,1.3,34.0,3.8,272.9,1016.6,0.5,4.4,0,23.4,37.8,36.0,71.1,4.4,5.42,2.54,75,0,0,1,0,0
RDG0001071,2021-04-25 00:00:00,2021,4,0,6,1,0,Spring,STN_INDUSTRIAL_01,Industrial,26.0,1,1,22.3,44.5,3.4,9.6,1016.3,5.0,6.9,0,19.8,39.9,47.5,7.4,25.6,1.87,4.09,67,0,0,1,0,0
RDG0000960,2021-04-11 06:00:00,2021,4,6,6,1,0,Spring,STN_URBAN_02,URBAN,40.2,0,0,5.1,57.4,2.4,276.5,1011.5,0.0,14.5,0,32.7,48.8,141.2,1.0,16.4,3.5,2.07,94,0,0,1,0,0
RDG0002620,2021-10-09 22:00:00,2021,10,22,5,1,0,Fall,STN_RURAL_01,Rural,342.6,0,0,17.6,93.8,3.0,210.8,1006.0,0.0,6.1,0,77.9,148.3,16.7,32.9,3.8,2.61,0.33,163,1,1,1,1,0
RDG0005120,2022-07-06 03:00:00,2022,7,3,2,0,0,Summer,STN_SUBURB_02,Suburban,43.0,0,0,26.3,41.3,0.6,312.0,1012.5,0.0,9.3,0,16.6,28.7,83.6,24.6,28.0,2.83,1.09,60,0,0,1,0,0
RDG0009218,2023-10-05 23:00:00,2023,10,23,3,0,0,Fall,STN_SUBURB_02,Suburban,70.5,0,0,22.5,62.2,0.3,279.8,1021.6,0.0,5.5,0,17.7,38.3,24.5,167.7,26.7,3.71,3.05,63,0,0,1,1,0
RDG0001575,2021-06-19 09:00:00,2021,6,9,5,1,1,Summer,STN_URBAN_01,Urban,54.7,1,0,24.9,51.1,8.3,63.3,1004.9,0.0,5.0,0,79.2,140.3,101.6,29.2,42.9,7.28,7.83,163,1,1,1,1,1
RDG0000263,2021-01-29 07:00:00,2021,1,7,4,0,1,Winter,STN_INDUSTRIAL_01,Industrial,27.3,1,1,1.7,78.2,1.7,15.5,1015.0,0.0,11.2,0,78.3,170.1,94.6,42.2,58.1,10.2,17.9,163,1,1,1,1,1
RDG0009778,2023-12-05 01:00:00,2023,12,1,1,0,0,Winter,STN_URBAN_02,Urban,103.1,0,0,9.1,68.5,0.5,57.1,1019.0,0.0,9.5,0,13.2,20.9,57.0,15.2,2.7,1.91,3.36,53,0,0,1,1,0
RDG0005214,2022-07-15 15:00:00,2022,7,15,4,0,0,Summer,STN_SUBURB_01,Suburban,43.0,0,0,30.9,49.6,3.7,142.2,1020.3,0.0,4.7,0,50.5,91.6,24.2,19.1,5.4,0.56,3.62,138,1,1,1,1,0
RDG0007846,2023-05-02 19:00:00,2023,5,19,1,0,1,Spring,STN_SUBURB_01,Suburban,8.1,0,0,11.4,55.4,2.2,339.6,1026.0,0.5,,0,5.3,9.2,75.1,24.6,38.5,4.43,6.64,22,0,0,0,0,1
RDG0008386,2023-06-30 12:00:00,2023,6,12,4,0,0,Summer,STN_SUBURB_01,Suburban,36.7,0,0,32.0,43.3,1.3,313.1,1005.0,0.0,2.7,0,67.2,117.6,63.5,122.4,6.5,4.27,2.2,157,1,1,1,1,1
RDG0001766,2021-07-08 03:00:00,2021,7,3,3,0,0,Summer,STN_URBAN_02,Urban,53.8,0,0,24.3,66.1,1.3,335.3,1000.9,0.0,17.2,0,17.9,39.3,139.3,9.4,6.3,2.49,5.79,63,0,0,1,0,1
RDG0004982,2022-06-22 17:00:00,2022,6,17,2,0,1,Summer,STN_INDUSTRIAL_01,Industrial,38.6,1,1,23.0,69.7,3.1,1.3,989.2,2.0,7.6,0,34.1,76.4,58.0,18.6,23.0,2.75,11.41,97,0,0,1,0,1
RDG0002124,2021-08-17 02:00:00,2021,8,2,1,0,0,Summer,STN_URBAN_02,Urban,46.7,0,0,26.0,64.2,3.4,98.3,1005.6,0.0,9.9,0,26.9,30.5,131.5,38.7,3.5,0.76,1.73,82,0,0,1,0,0
RDG0002818,2021-10-29 17:00:00,2021,10,17,4,0,1,Fall,STN_SUBURB_01,Suburban,22.7,0,0,7.5,50.3,3.1,322.7,1027.9,0.0,2.2,0,13.7,29.2,19.5,21.6,11.7,4.32,5.72,54,0,0,1,0,1
RDG0006495,2022-12-02 03:00:00,2022,12,3,4,0,0,Winter,STN_SUBURB_01,Suburban,104.9,0,0,3.7,83.7,9.5,293.8,,0.0,11.6,0,18.0,34.9,93.2,11.7,8.6,3.94,4.27,63,0,0,1,0,0
RDG0009852,2023-12-13 22:00:00,2023,12,22,2,0,0,Winter,STN_URBAN_01,Urban,9.9,1,0,2.7,100.0,6.5,70.7,1008.0,0.0,4.6,0,12.5,21.7,97.6,17.1,4.7,1.76,,52,0,0,1,0,0
RDG0008253,2023-06-16 22:00:00,2023,6,22,4,0,0,Summer,STN_SUBURB_01,Suburban,5.4,0,0,32.6,77.2,0.1,149.4,1011.2,0.0,10.9,0,18.4,45.3,34.8,23.3,4.6,3.26,0.64,64,0,0,1,0,0
RDG0007937,2023-05-14 21:00:00,2023,5,21,6,1,0,Spring,STN_SUBURB_01,Suburban,103.8,0,0,18.1,56.9,4.1,324.0,1024.1,0.0,9.0,0,20.3,22.2,38.4,19.0,28.8,1.61,2.13,68,0,0,1,0,0
RDG0008380,2023-06-29 12:00:00,2023,6,12,3,0,0,Summer,STN_URBAN_01,Urban,83.0,1,0,20.1,79.5,5.1,230.9,1025.2,0.0,5.1,0,11.4,23.2,68.4,127.1,37.7,4.1,4.19,48,0,0,1,1,0
RDG0000971,2021-04-13 09:00:00,2021,4,9,1,0,1,Spring,STN_INDUSTRIAL_01,Industrial,20.5,1,1,18.1,67.8,2.3,152.6,1006.8,0.0,3.4,0,55.3,93.3,29.3,39.5,134.3,7.59,7.8,150,1,0,1,1,1
RDG0006322,2022-11-13 16:00:00,2022,11,16,6,1,1,Fall,STN_INDUSTRIAL_01,Industrial,15.2,1,1,15.9,75.9,3.5,278.1,1024.7,0.0,7.6,0,30.9,60.7,88.1,12.5,19.1,11.92,6.14,91,0,1,1,0,1
RDG0008097,2023-05-31 20:00:00,2023,5,20,2,0,0,Spring,STN_INDUSTRIAL_01,Industrial,49.1,1,1,11.9,68.6,5.2,286.8,1021.2,0.0,12.5,0,132.8,232.1,100.0,91.4,17.1,3.05,14.56,191,1,1,1,1,1
RDG0004193,2022-03-27 11:00:00,2022,3,11,6,1,0,Spring,STN_RURAL_01,Rural,236.5,0,0,14.4,31.4,3.5,67.6,1022.7,2.0,12.1,0,10.8,9.8,19.8,12.0,3.4,1.43,7.86,45,0,0,0,0,1
RDG0006491,2022-12-01 20:00:00,2022,12,20,3,0,0,Winter,STN_URBAN_01,Urban,93.0,1,0,2.7,80.3,0.2,260.7,1017.5,0.0,16.8,0,46.2,82.5,69.7,4.1,9.5,3.42,3.82,127,1,0,1,1,0
RDG0000367,2021-02-12 00:00:00,2021,2,0,4,0,0,Winter,STN_URBAN_02,Urban,94.8,0,0,-1.7,42.3,4.3,167.1,1008.0,2.0,8.5,0,19.9,43.5,190.9,27.5,35.1,1.22,3.64,67,0,0,1,1,0
RDG0001805,2021-07-12 19:00:00,2021,7,19,0,0,1,Summer,STN_URBAN_01,Urban,79.6,1,0,36.2,59.1,10.7,,1010.2,10.0,2.6,0,9.3,23.1,59.3,16.3,21.0,6.57,7.74,39,0,0,0,1,1
RDG0007012,2023-01-27 07:00:00,2023,1,7,4,0,1,Winter,STN_SUBURB_02,Suburban,9.7,0,0,2.2,44.3,0.5,296.7,1008.7,20.0,7.6,0,27.5,46.7,37.1,11.2,12.0,10.61,12.24,83,0,1,0,0,1
RDG0000704,2021-03-17 12:00:00,2021,3,12,2,0,0,Spring,STN_URBAN_01,Urban,58.1,1,0,17.8,70.5,1.6,30.8,1008.7,0.0,11.7,0,56.8,113.1,46.2,90.6,13.9,3.24,4.56,152,1,1,1,1,0
RDG0002737,2021-10-22 08:00:00,2021,10,8,4,0,1,Fall,STN_SUBURB_02,Suburban,80.5,0,0,19.2,51.0,2.9,55.0,1010.5,0.0,8.8,0,16.7,25.6,14.6,21.0,14.0,3.88,8.11,61,0,0,1,0,1
RDG0005821,2022-09-19 16:00:00,2022,9,16,0,0,1,Fall,STN_RURAL_01,Rural,397.8,0,0,13.6,42.8,5.9,159.6,1006.6,0.0,3.1,0,51.6,72.0,15.4,64.6,11.8,1.66,1.15,141,1,0,1,1,0
RDG0005303,2022-07-23 13:00:00,2022,7,13,5,1,0,Summer,STN_SUBURB_01,Suburban,29.1,0,0,24.2,36.4,1.3,250.6,1018.6,0.0,5.8,0,25.5,48.3,17.1,97.9,3.3,0.88,7.02,79,0,0,1,0,1
RDG0007538,2023-03-26 14:00:00,2023,3,14,6,1,0,Spring,STN_INDUSTRIAL_01,Industrial,21.8,1,1,21.1,49.3,3.2,195.8,1019.9,2.0,17.0,0,23.6,46.9,93.0,1.1,51.3,4.74,9.55,75,0,0,1,0,1
RDG0005421,2022-08-07 14:00:00,2022,8,14,6,1,0,Summer,STN_SUBURB_02,Suburban,116.7,0,0,32.7,44.4,4.8,289.2,1036.4,0.0,8.3,0,25.3,40.3,29.9,61.0,2.7,2.66,3.86,79,0,0,1,0,0
RDG0009575,2023-11-12 18:00:00,2023,11,18,6,1,1,Fall,STN_URBAN_01,Urban,115.7,1,0,6.7,50.3,0.4,159.3,1010.5,0.0,14.3,0,91.1,190.9,109.5,31.2,49.2,2.43,14.01,169,1,1,1,1,1
RDG0009884,2023-12-17 05:00:00,2023,12,5,6,1,0,Winter,STN_SUBURB_02,Suburban,14.4,0,0,-3.1,77.2,11.7,118.5,1014.4,0.0,,0,42.0,76.2,45.1,11.6,2.5,3.35,3.37,117,1,0,1,1,0
RDG0007738,2023-04-19 22:00:00,2023,4,22,2,0,0,Spring,STN_URBAN_02,Urban,76.4,0,0,6.1,50.7,2.4,24.0,1012.5,0.0,9.2,0,18.8,35.6,27.9,18.9,15.7,0.74,0.55,65,0,0,1,0,0
RDG0001107,2021-04-27 23:00:00,2021,4,23,1,0,0,Spring,STN_SUBURB_01,Suburban,35.6,0,0,10.1,60.1,2.4,60.4,1006.8,0.0,20.8,0,10.6,16.1,84.8,18.0,8.1,1.6,1.05,44,0,0,0,0,0
RDG0001785,2021-07-10 15:00:00,2021,7,15,5,1,0,Summer,STN_RURAL_01,Rural,423.3,0,0,31.3,69.0,10.9,19.7,997.0,10.0,15.6,0,1.0,2.0,19.0,33.7,5.4,0.86,2.01,4,0,0,0,0,0
RDG0003495,2022-01-12 15:00:00,2022,1,15,2,0,0,Winter,STN_URBAN_02,Urban,8.9,0,0,-5.0,57.1,3.7,292.0,1025.6,5.0,18.9,0,9.9,12.1,13.7,40.5,23.7,4.4,0.6,41,0,0,0,0,0
RDG0008896,2023-08-27 23:00:00,2023,8,23,6,1,0,Summer,STN_SUBURB_02,Suburban,88.2,0,0,23.3,42.9,4.1,154.6,1006.0,0.0,7.2,0,28.4,64.1,26.9,59.3,6.0,2.07,,85,0,0,1,0,0
RDG0006224,2022-11-01 14:00:00,2022,11,14,1,0,0,winter,STN_URBAN_01,Urban,87.6,1,0,16.1,78.5,0.7,295.7,1012.7,0.0,20.2,0,36.4,64.4,41.0,41.2,12.7,5.85,4.83,103,1,0,1,1,0
RDG0001864,2021-07-19 10:00:00,2021,7,10,0,0,0,Summer,STN_RURAL_01,Rural,408.4,0,0,32.0,40.6,6.8,261.9,1009.5,0.0,11.2,0,1.0,5.4,12.8,97.5,1.6,1.36,1.92,4,0,0,0,1,0
RDG0001318,2021-05-20 23:00:00,2021,5,23,3,0,0,Spring,STN_URBAN_02,Urban,62.1,0,0,6.2,83.0,1.3,356.7,1014.7,0.0,13.0,0,12.6,27.6,35.6,122.3,8.7,3.33,3.4,52,0,0,1,1,0
RDG0008619,2023-07-29 09:00:00,2023,7,9,5,1,1,Summer,STN_URBAN_02,Urban,112.6,0,0,30.3,51.3,2.6,206.6,1016.5,10.0,2.1,0,8.1,18.3,59.9,19.5,13.3,5.97,25.34,34,0,0,0,0,1
RDG0002554,2021-10-02 20:00:00,2021,10,20,5,1,0,Fall,STN_SUBURB_02,Suburban,99.6,0,0,23.1,56.7,6.7,,988.2,0.0,9.4,0,2.7,2.0,24.7,38.5,8.2,1.76,5.5,11,0,0,0,0,1
RDG0008341,2023-06-25 17:00:00,2023,6,17,6,1,1,Summer,STN_SUBURB_01,Suburban,64.9,0,0,23.5,66.9,3.0,,1017.1,0.0,20.3,0,31.5,56.6,60.0,152.5,6.7,6.56,3.49,92,0,0,1,1,0
RDG0005204,2022-07-14 20:00:00,2022,7,20,3,0,0,Summer,STN_SUBURB_01,Suburban,93.8,0,0,24.4,41.2,25.0,11.0,1007.7,0.5,23.1,0,1.0,2.0,22.5,44.3,1.3,5.83,3.79,4,0,0,0,0,0
RDG0002889,2021-11-07 04:00:00,2021,11,4,6,1,0,Fall,STN_RURAL_01,Rural,483.4,0,0,23.0,52.5,5.2,275.4,1016.9,0.0,3.4,0,8.0,20.1,36.0,31.0,4.9,2.13,1.13,33,0,0,0,0,0
RDG0000621,2021-03-09 11:00:00,2021,3,11,1,0,0,Spring,STN_URBAN_02,Urban,29.5,0,0,16.7,57.4,0.8,170.7,1015.7,5.0,4.2,0,51.6,82.3,29.9,58.4,15.0,1.62,4.54,141,1,0,1,1,0
RDG0000101,2021-01-12 20:00:00,2021,1,20,1,0,0,Winter,STN_SUBURB_02,Suburban,89.2,0,0,-0.6,62.0,9.1,195.7,1016.9,0.0,27.0,0,3.8,4.9,15.7,31.8,10.5,1.95,3.69,16,0,0,0,0,0
RDG0008439,2023-07-07 00:00:00,2023,7,0,4,0,0,Summer,STN_RURAL_01,Rural,440.1,0,0,39.4,35.3,0.3,316.8,1011.8,0.0,9.3,0,6.4,16.5,25.8,41.4,8.1,0.61,,27,0,0,0,0,0
RDG0008813,2023-08-18 13:00:00,2023,8,13,4,0,0,Summer,STN_URBAN_01,Urban,68.8,1,0,20.8,51.3,1.6,344.6,1004.0,10.0,5.7,0,16.1,32.4,54.4,18.6,13.9,4.09,0.64,59,0,0,1,0,0
RDG0000303,2021-02-04 02:00:00,2021,2,2,3,0,0,Winter,STN_INDUSTRIAL_01,Industrial,22.6,1,1,5.9,58.0,6.6,,1000.5,0.0,5.0,0,32.4,45.9,202.3,18.8,27.8,4.1,8.12,94,0,1,1,1,1
RDG0000076,2021-01-10 21:00:00,2021,1,21,6,1,0,Winter,STN_URBAN_02,Urban,103.6,0,0,4.7,96.9,9.1,102.8,1016.1,0.0,30.0,0,11.0,18.6,22.0,22.6,5.9,2.3,13.21,46,0,0,0,0,1
