age,credit_score,loan_term_months,num_open_accounts,num_late_payments,fed_funds_rate,interest_rate_offered,annual_income_log,loan_amount_log,existing_debt_log,employment_years_log,dti_ratio_log,employment_type_Retired,employment_type_Salaried,employment_type_Self-Employed,employment_type_Unemployed,loan_purpose_Business,loan_purpose_Debt Consolidation,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Vacation,origination_quarter_Q2,origination_quarter_Q3,origination_quarter_Q4
36,331.0,120,4,0,1.971,2.5,11.112617287011112,10.357774570341576,10.112265206717106,0.7884573603642702,0.036139046615873194,False,True,False,False,False,False,False,True,False,False,True,False,False
53,380.0,48,3,2,0.025,2.5,11.824536639099897,11.07753193632009,9.907774351071708,1.0296194171811581,0.036139046615873194,False,False,True,False,False,False,True,False,False,False,False,False,True
51,449.0,60,1,0,4.954,2.72,11.076042752117054,9.873079890114703,7.71260929464649,2.3978952727983707,0.0068763039394321565,False,True,False,False,False,False,False,True,False,False,False,False,False
39,348.0,36,8,0,1.205,2.5,10.461896612668339,9.517898598432753,8.591977791748333,1.0296194171811581,0.05012260940321062,False,False,False,False,False,False,False,False,False,False,True,False,False
34,314.0,24,4,0,4.935,6.027,11.17257413438295,9.332646496360152,10.651357502605537,0.4700036292457356,0.25997680135955875,False,True,False,False,False,True,False,False,False,False,False,False,True
50,405.0,48,2,0,1.751,5.411,10.726034916514868,11.104972264124868,9.546377513957449,1.5040773967762742,0.7729283155647954,False,True,False,False,True,False,False,False,False,False,False,False,True
33,300.0,36,2,1,0.047,2.547,11.68284864522417,9.952325334619427,10.044618557317525,0.7884573603642702,0.06278698809876482,False,True,False,False,False,True,False,False,False,False,False,True,False
39,313.0,120,6,1,1.864,3.581,10.998106712600753,11.302216779257382,10.235999815945688,1.5260563034950492,0.04564235787870107,False,False,True,False,False,False,False,False,False,False,False,True,False
33,304.0,84,4,0,0.415,2.5,10.565492818393013,11.52387529615648,11.355533955991305,0.7884573603642702,0.2736845628079273,False,True,False,False,False,False,False,False,False,False,False,False,True
39,348.0,48,3,0,0.051,2.5,10.726034916514868,10.16203685698089,9.412173664088145,2.7343675094195836,0.7028994720026236,True,False,False,False,True,False,False,False,False,False,False,False,False
48,374.0,36,4,1,0.171,11.378,10.726034916514868,9.787009914477434,10.099743654366707,1.7578579175523736,1.252762968495368,False,True,False,False,False,False,False,True,False,False,False,True,False
34,351.0,60,0,4,5.173,7.433,9.801841241782668,11.738474121698282,9.39825542264169,2.7013612129514133,0.12539840939433364,False,True,False,False,False,False,False,True,False,False,False,False,True
35,419.0,120,7,0,0.002,2.5,9.625961070398404,10.990381448250039,9.277113581835929,3.332204510175204,0.06812582904760042,True,False,False,False,False,False,False,False,False,False,True,False,False
38,408.0,24,5,0,0.001,2.5,9.65483194360316,9.735128070758227,8.954209936757056,2.2407096892759584,0.22162239494227096,True,False,False,False,False,False,False,True,False,False,True,False,False
44,364.0,36,7,1,1.821,3.263,10.696313312081335,10.640675541671662,10.651698037058596,0.6931471805599453,0.2767222322154389,True,False,False,False,False,False,False,True,False,False,True,False,False
41,369.0,48,6,1,0.01,2.5,10.8802261376629,11.386239162597649,8.785160192738685,0.18232155679395465,0.030335199796072944,False,False,True,False,False,False,True,False,False,False,False,True,False
37,365.0,84,4,0,1.408,5.72,10.726034916514868,10.146472946063877,9.9168409971146,0.8754687373538999,0.6755431346115843,False,True,False,False,True,False,False,False,False,False,False,False,False
36,340.0,84,2,1,5.035,4.579,10.811542261291569,9.674137279312397,9.40633962778002,1.308332819650179,0.0344014267173324,False,True,False,False,False,False,False,False,False,False,False,True,False
30,309.0,48,4,2,1.898,3.23,11.026643336986194,10.609081944147828,9.792475541665445,1.2809338454620642,0.07027205298533172,False,True,False,False,False,False,False,False,False,True,True,False,False
49,422.0,36,3,2,1.626,3.642,9.630018659269853,12.095146671399466,9.754269188814417,2.5494451709255714,0.32019766412846085,False,False,True,False,False,False,False,False,False,True,False,True,False
40,300.0,48,4,1,0.14,2.5,11.254049160491782,10.146472946063877,9.472005161098592,1.5040773967762742,0.04123790801624474,False,False,False,False,False,False,True,False,False,False,False,True,False
45,311.0,60,4,0,0.135,2.5,10.986519935655828,10.829748417047593,10.388044454804387,0.7884573603642702,0.10426992117579677,False,True,False,False,False,False,False,False,False,False,False,False,True
48,444.0,36,2,0,0.039,2.5,11.140412763241825,8.974744612722734,7.946840468335592,2.3702437414678603,0.013607003406216902,False,False,False,False,False,False,False,True,False,False,False,False,True
46,356.0,48,5,1,5.046,14.185,8.389780186085563,10.764286715905591,10.175358027924919,1.9878743481543455,0.9126842362800434,False,False,False,True,False,False,False,True,False,False,False,False,False
50,429.0,36,4,0,1.63,2.5,10.872242832612212,9.883335864325275,8.39046602601652,2.4932054526026954,0.027517886036739245,False,False,True,False,False,True,False,False,False,False,False,False,False
24,362.0,84,5,4,5.048,8.425,10.928175903397207,9.918425424900335,10.14550231712296,2.3608540011180215,0.06325644963501485,False,False,False,False,False,False,False,True,False,False,False,False,False
40,392.0,60,1,2,0.16,2.5,12.206437279043293,10.5506169722625,9.384764996583511,1.4816045409242156,0.0118297517535772,False,True,False,False,False,True,False,False,False,False,False,False,True
22,337.0,48,4,0,5.294,16.317,10.726034916514868,10.887455624298198,10.108548596299572,2.4336133554004498,1.1137964239931497,False,False,True,False,False,False,False,True,False,False,True,False,False
49,400.0,60,4,2,0.008,5.266,10.726034916514868,10.416341118636355,9.524089965057483,2.3978952727983707,0.6483067060867914,False,True,False,False,False,False,False,False,False,False,False,False,True
29,302.0,36,8,0,0.261,2.5,10.272270695474809,11.693587311874056,8.993157768855983,2.2512917986064953,0.08874320983438856,False,False,False,False,False,True,False,False,False,False,True,False,False
31,369.0,24,7,0,0.132,2.5,10.77514612375051,10.576457535657255,9.385811014758378,2.186051276738094,0.11742741687596428,False,True,False,False,False,True,False,False,False,False,True,False,False
23,359.0,48,5,0,4.989,4.16,11.07094407942359,10.098272780745283,7.701928093160334,1.5260563034950492,0.008563230660487873,False,True,False,False,False,False,True,False,False,False,True,False,False
46,401.0,36,5,0,4.804,5.763,10.23425784966768,10.885584751364705,10.56745949478448,2.0918640616783932,0.38192349952513027,False,True,False,False,False,True,False,False,False,False,False,False,False
40,345.0,60,6,0,0.128,2.5,11.02136670408926,9.65509029374725,9.413325296633959,1.7047480922384253,0.03931686237695038,False,True,False,False,False,False,False,False,False,False,False,False,False
38,366.0,60,1,2,5.16,6.307,10.851305633228872,10.529452721013085,10.252981424183272,3.265759410767051,0.10426992117579677,False,True,False,False,False,True,False,False,False,False,False,False,False
54,361.0,84,4,4,1.774,4.204,10.141453507255763,9.723223876851618,9.948411681785123,0.4700036292457356,0.11136246785346073,False,True,False,False,False,True,False,False,False,False,False,False,False
27,300.0,48,3,0,1.8,2.741,11.538300381323804,9.6678285081515,9.105601885040594,1.6486586255873816,0.021663639636026324,False,False,False,False,False,False,False,True,False,False,False,False,True
32,332.0,48,1,0,1.739,2.5,9.86600321101672,9.758519582283522,8.515275353540282,1.33500106673234,0.06278698809876482,True,False,False,False,False,False,False,False,False,True,False,False,True
30,300.0,48,3,1,0.043,2.5,11.838077295470779,10.064798252418377,10.414028635824316,0.7419373447293773,0.058457569571568654,False,True,False,False,False,False,False,False,False,True,False,True,False
47,430.0,60,6,0,5.008,4.238,10.671310526151847,10.264687244346277,10.519688621848493,2.4069451083182885,0.1586263632824196,False,False,False,False,False,False,False,False,False,False,False,False,False
22,312.0,60,1,1,1.788,2.526,10.791065386290944,11.033291613631048,9.85329575653958,1.0986122886681098,0.07538572690588961,False,True,False,False,True,False,False,False,False,False,False,True,False
30,350.0,84,4,0,0.011,2.5,10.96516645678561,9.588845298501564,9.930076901769093,0.6418538861723948,0.049456608712592526,False,False,True,False,False,False,False,False,False,False,True,False,False
42,348.0,48,3,0,5.122,2.5,10.036090451744016,9.510519035757246,7.682136764673599,1.410986973710262,0.023423514943588054,False,False,False,False,False,False,True,False,False,False,True,False,False
47,368.0,60,1,1,0.087,2.5,11.280996434100075,11.269591961359195,8.365507138565857,1.7749523509116738,0.010742096531902109,False,False,True,False,False,False,False,False,True,False,False,False,False
52,427.0,48,3,0,5.317,3.344,11.276196295646132,10.499600568082863,8.560273753451591,1.62924053973028,0.016365354086264272,False,True,False,False,False,False,False,True,False,False,True,False,False
46,386.0,48,7,0,5.031,4.303,10.646210303039341,9.6678285081515,10.758125196403759,0.9555114450274363,0.2465475290932259,False,False,False,False,False,True,False,False,False,False,False,False,True
31,300.0,36,6,0,5.084,4.711,11.23725812567955,10.766398604507042,10.248154336242436,1.4350845252893227,0.11689375147149933,False,False,False,False,True,False,False,False,False,False,False,False,False
36,340.0,48,2,0,4.777,4.261,11.217727216704665,10.647826772357497,9.43910489598233,2.0794415416798357,0.0413338634929772,False,True,False,False,False,False,False,False,False,False,True,False,False
52,421.0,24,1,0,0.05,2.5,11.020315589158107,10.584081267024454,8.467958828605195,2.3608540011180215,0.03816246109434892,False,True,False,False,False,True,False,False,False,False,False,True,False
36,336.0,48,2,0,5.037,5.841,10.990969966629482,10.085850775128717,10.028172934321617,1.2237754316221157,0.09121088005338415,False,True,False,False,False,False,False,False,True,False,False,False,False
45,477.0,24,1,0,0.239,13.619,8.744500860744274,9.942756341456828,10.7690997483885,1.5686159179138452,1.252762968495368,False,False,False,True,False,False,False,True,False,False,False,True,False
50,325.0,12,4,1,0.13,2.5,10.550002925498406,10.158168529848494,8.584709773724366,0.6418538861723948,0.13111597785753706,False,True,False,False,True,False,False,False,False,False,False,True,False
34,337.0,24,0,2,4.623,6.87,10.841269681010962,11.151969943847991,8.991208762051828,2.128231705849268,0.0756639039209896,False,True,False,False,False,False,False,False,True,False,False,False,False
22,352.0,12,7,0,1.709,2.5,11.495263099678459,9.375939552625749,9.105715141485506,0.6931471805599453,0.08773611430408677,False,True,False,False,False,True,False,False,False,False,True,False,False
41,370.0,48,8,0,1.8,2.5,11.45156163250491,10.373522431293592,9.123129702401831,0.7419373447293773,0.024107075343233128,False,False,True,False,False,True,False,False,False,False,False,False,False
42,348.0,48,6,1,0.234,2.5,11.123439655129959,10.807725945886109,10.537444020240633,0.9555114450274363,0.13023847692372928,False,True,False,False,False,False,False,False,False,True,True,False,False
41,352.0,48,6,2,1.662,3.74,11.402908681257585,10.661977618146238,10.63359688801041,1.4350845252893227,0.10957163642929091,False,True,False,False,True,False,False,False,False,False,False,True,False
34,395.0,48,5,1,1.713,2.5,10.981175955532764,8.517393171418904,11.09947591588051,1.6486586255873816,0.24795323022278412,False,True,False,False,False,False,False,False,False,False,True,False,False
34,322.0,60,3,0,4.918,14.73,8.448603809944812,10.62135173563291,10.600466133897113,2.624668592163159,1.000815686943843,False,False,False,True,False,False,True,False,False,False,True,False,False
37,338.0,36,4,0,0.173,2.5,10.041720500507912,11.388506711556236,9.19219473111942,1.916922612182061,0.1332188437862227,False,True,False,False,True,False,False,False,False,False,False,False,False
37,300.0,36,6,0,0.084,2.5,10.861798344962734,10.05195066017375,9.657159812887432,1.0296194171811581,0.09521926658093392,False,True,False,False,False,False,False,False,False,True,False,True,False
46,323.0,48,10,0,1.486,2.513,10.164723873422055,12.217511966297351,9.665773997342052,0.832909122935104,0.14132593609043495,False,True,False,False,False,False,False,False,False,False,False,True,False
33,300.0,24,4,0,1.59,3.143,11.13562790048987,10.571342565808699,9.23759360581496,0.6418538861723948,0.07222763399688076,False,False,True,False,False,False,False,False,False,False,True,False,False
27,300.0,60,4,2,5.096,7.593,10.310678171094514,9.680406499268875,9.600933437453316,2.681021528714291,0.09385457547162424,False,True,False,False,True,False,False,False,False,False,False,False,False
34,350.0,36,2,0,0.011,2.5,11.037443014355263,10.382853468483827,9.083248770741237,2.533696813957432,0.04611993561355312,False,True,False,False,True,False,False,False,False,False,False,True,False
36,313.0,120,4,1,1.643,2.5,10.379960522895349,10.288783966353765,9.445359528326124,1.6863989535702288,0.03854740961223893,False,True,False,False,False,False,False,True,False,False,False,True,False
26,366.0,84,2,0,0.091,2.5,10.336691360902753,11.080618310893968,8.143712097683657,1.33500106673234,0.015774919115362215,False,True,False,False,False,True,False,False,False,False,False,False,False
41,300.0,84,1,0,1.533,2.5,10.402869142429834,10.586609649448985,7.851980193146347,0.9932517730102833,0.011038847115216341,False,False,True,False,False,False,False,True,False,False,False,False,True
47,402.0,48,3,0,1.567,2.5,10.867630103709931,10.75579427616868,8.91303211612977,0.5877866649021191,0.03478782548566393,False,False,True,False,True,False,False,False,False,False,False,True,False
39,378.0,48,3,5,1.731,5.361,10.997137549374422,10.785207543360087,8.801737345748519,1.1314021114911006,0.02742059557599217,False,False,False,False,False,True,False,False,False,False,False,False,False
35,372.0,36,3,1,1.598,3.294,10.911918171415554,10.920546270529568,9.866975527572478,2.0918640616783932,0.11082555508888464,True,False,False,False,False,False,False,False,False,True,False,True,False
43,300.0,120,4,0,0.164,2.5,10.580063942784232,9.99884318585288,8.827268649895768,1.589235205116581,0.017152058817565565,False,True,False,False,False,False,False,False,False,False,False,False,True
35,363.0,48,4,0,5.183,4.386,11.817316855956149,9.966509298952284,9.131167286072005,0.7884573603642702,0.016857117066422903,False,True,False,False,False,True,False,False,False,False,False,False,True
35,352.0,60,0,0,0.072,2.5,9.283145567313158,10.188704088048116,10.620835029396714,0.9555114450274363,0.5665062795925478,False,True,False,False,False,True,False,False,False,False,False,False,True
22,308.0,60,3,2,5.251,7.17,11.295524021156792,10.691967639914864,9.80749799200497,2.5494451709255714,0.044208254664320365,False,False,True,False,False,False,False,False,False,True,False,True,False
52,325.0,48,4,1,4.882,5.859,11.344531191746334,9.305741456739435,10.332735265807539,1.3609765531356006,0.08700304362157402,False,True,False,False,False,True,False,False,False,False,True,False,False
42,349.0,84,6,1,1.517,2.5,10.367798446367543,10.596659732783579,8.794570350157779,2.33214389523559,0.029170377299779858,False,True,False,False,False,False,False,False,False,True,False,False,True
48,311.0,36,2,0,0.319,2.5,10.986997540047357,11.571203807011969,9.601603102077842,0.7419373447293773,0.08010424424166145,False,True,False,False,False,False,False,False,True,False,False,True,False
27,310.0,36,3,3,0.256,2.584,11.042660841668507,10.389026137075234,9.261154201438794,0.7884573603642702,0.05458287777029171,False,True,False,False,False,False,False,False,False,False,False,False,True
29,311.0,12,6,0,4.701,4.008,11.193917417746905,10.97679912709094,9.496232593600194,0.832909122935104,0.16813811227748007,False,True,False,False,False,True,False,False,False,False,True,False,False
24,300.0,48,10,0,1.716,4.536,9.267915643363395,10.36410350510914,10.380800342169431,0.0,0.5657682512301149,False,True,False,False,False,False,True,False,False,False,True,False,False
43,363.0,60,3,0,0.135,2.5,10.915831460851505,10.524090921620362,11.039587804012339,2.174751721484161,0.2040015057858433,False,True,False,False,False,False,False,False,True,False,False,False,True
22,300.0,36,6,2,5.04,7.785,10.509615537894064,10.647826772357497,9.072686206677387,1.5260563034950492,0.07622002591140908,False,False,True,False,False,False,False,True,False,False,False,False,True
36,444.0,36,4,5,4.824,7.487,10.690855456021346,9.781376414141157,8.753786685366846,2.6741486494265287,0.046883585898850416,False,True,False,False,True,False,False,False,False,False,False,False,True
29,302.0,36,5,1,1.576,2.947,10.135729586835597,9.937937287265354,9.43218948586764,0.18232155679395465,0.15263524642359425,False,False,False,False,False,False,False,False,False,False,False,True,False
28,328.0,60,1,3,5.092,6.957,10.599500622509119,10.584081267024454,9.353713178631562,0.09531017980432487,0.05590763193829599,False,False,False,False,False,False,False,False,False,False,True,False,False
33,300.0,60,2,0,5.294,5.644,10.900094616183793,9.883335864325275,9.429316049759752,1.6863989535702288,0.044877758778085454,False,True,False,False,False,False,False,False,False,False,False,True,False
35,387.0,36,4,0,4.886,5.075,10.507063081398467,10.030164255362632,10.22680471072479,0.4700036292457356,0.22466239728347956,False,True,False,False,False,False,False,True,False,False,False,False,True
28,300.0,48,3,2,5.096,7.863,11.637967512357168,11.544433821905134,10.323168797487478,1.2237754316221157,0.06494468864038216,False,False,False,False,True,False,False,False,False,False,True,False,False
41,397.0,36,6,2,1.937,2.854,10.703165813375731,10.278527816830314,10.1932402298054,1.6486586255873816,0.1824882095732754,False,True,False,False,False,True,False,False,False,False,True,False,False
42,350.0,36,4,0,4.911,3.806,10.69944354592758,9.746892220313054,8.549453196491234,2.0149030205422647,0.038066200806456334,False,True,False,False,False,True,False,False,False,False,False,False,True
26,374.0,60,4,5,1.651,5.055,11.006416676913728,10.691967639914864,9.456752693429737,1.667706820558076,0.04162167469081947,False,False,False,False,False,False,False,True,False,False,False,True,False
47,325.0,60,2,1,4.943,6.044,11.237635097227404,9.980494888896912,10.044291994797659,1.9600947840472698,0.05883478572089257,False,True,False,False,False,False,True,False,False,False,True,False,False
27,312.0,36,2,1,4.872,6.361,10.218377121385862,9.711176264112805,9.544935848584535,0.262364264467491,0.15700374880966478,False,False,True,False,False,False,False,True,False,False,True,False,False
22,310.0,24,3,0,4.911,6.785,11.314155328966896,10.881832472145556,10.237016533455174,1.1631508098056809,0.15726012619858348,False,False,True,False,False,True,False,False,False,False,False,False,False
35,359.0,60,5,0,1.649,2.5,11.587334084782057,10.354595018522993,10.235941368967927,1.0986122886681098,0.05050298217310676,False,True,False,False,True,False,False,False,False,False,False,True,False
43,313.0,36,8,0,1.613,3.57,9.145394301134845,10.047631185616188,9.49572756320121,1.2809338454620642,0.3874369055887732,False,True,False,False,False,False,False,True,False,False,False,True,False
29,345.0,84,5,0,0.221,2.5,10.308574589184284,8.853808274977197,9.051056204988337,1.33500106673234,0.039797469874066085,True,False,False,False,False,False,True,False,False,False,False,True,False
56,436.0,24,2,1,0.211,2.5,11.065161021611186,10.596659732783579,10.146001480877084,1.6486586255873816,0.1818214317522723,False,True,False,False,False,False,False,False,True,False,False,False,True
48,403.0,36,7,0,5.276,4.422,10.008527966967023,10.5815464756746,8.89851177113624,0.6931471805599453,0.10417981890966381,False,False,True,False,False,False,False,True,False,False,False,True,False
39,316.0,84,3,0,0.044,2.5,10.824815973917621,11.118415133585586,8.52214690150923,2.186051276738094,0.014198719399812949,False,True,False,False,False,False,False,True,False,False,False,True,False
29,340.0,60,7,1,1.754,2.5,9.912595944900119,9.83097062169695,9.088901286105665,1.1939224684724346,0.08415730800672333,False,True,False,False,False,True,False,False,False,False,False,True,False
45,300.0,12,2,1,1.528,12.867,9.274936391460692,10.33854382482173,9.599717425213768,0.7884573603642702,0.8686958530664711,False,False,False,True,False,False,False,False,False,False,False,True,False
33,357.0,84,3,4,0.357,3.364,11.79767386340539,11.744045122410057,9.646321105977508,1.62924053973028,0.016463726030665083,False,False,False,False,False,False,False,False,True,False,False,False,False
36,300.0,36,2,1,4.944,16.085,8.82476759302322,10.774801838762809,10.393123145005955,0.5877866649021191,0.9554345189917817,False,False,False,True,False,False,False,True,False,False,False,True,False
22,300.0,60,8,3,0.015,2.684,10.506347268313545,10.181157167204903,9.88460896818074,0.8754687373538999,0.10201492540672975,False,True,False,False,False,False,False,True,False,False,False,False,False
22,325.0,36,4,2,1.33,4.881,10.726034916514868,11.83138646878959,8.376967441498987,2.388762789235098,0.39393219229444015,False,True,False,False,False,False,False,True,False,False,False,False,True
40,399.0,60,8,1,2.074,11.949,10.726034916514868,10.576457535657255,10.695225888245815,2.388762789235098,1.252762968495368,False,True,False,False,False,True,False,False,False,False,False,False,False
40,405.0,36,7,0,4.934,3.902,10.16568757274704,10.673618922112436,8.333760617671452,1.5260563034950492,0.052023028067151915,False,True,False,False,False,False,False,True,False,False,False,False,False
25,346.0,60,3,0,0.155,2.5,11.491912020931226,10.978507040265917,8.768446728954451,2.760009940032921,0.013014937077494654,False,True,False,False,True,False,False,False,False,False,True,False,False
22,381.0,36,7,0,5.123,4.101,10.898341374913091,9.825580063659602,8.287309476145127,2.1162555148025524,0.024204688696817394,False,True,False,False,False,False,False,True,False,False,False,False,True
35,491.0,120,6,0,0.006,2.5,9.53069121153691,11.177466714598282,9.252713802397148,3.6027767550605247,0.0729716124558227,False,False,False,True,False,False,False,False,False,True,True,False,False
22,300.0,84,2,3,0.106,4.574,9.739100997758532,10.110542371500753,10.104852870328683,0.33647223662121295,0.1872261761274098,False,False,True,False,True,False,False,False,False,False,True,False,False
51,348.0,36,8,5,5.033,5.887,11.809605162119507,10.335302435967074,8.801374643841111,1.0986122886681098,0.016365354086264272,False,True,False,False,False,False,False,True,False,False,False,False,False
38,300.0,36,4,2,1.748,6.788,10.458805259799183,10.373522431293592,10.865062882685859,2.4423470353692043,0.4057317392255952,False,False,True,False,False,False,False,True,False,False,False,True,False
34,325.0,84,3,0,0.211,2.5,9.998203919704986,10.322230781590136,8.98137490615858,2.451005098112319,0.050407902543845695,False,True,False,False,False,False,False,True,False,False,False,True,False
30,300.0,48,2,0,1.532,3.456,10.297246071805851,10.5506169722625,10.017288001545134,0.6418538861723948,0.17311261770864478,False,False,True,False,False,False,False,True,False,False,False,False,False
25,300.0,24,2,5,1.711,8.888,10.446813957356563,9.942756341456828,10.088123928068708,2.151762203259462,0.2995859394546046,False,False,True,False,False,False,False,True,False,False,False,False,True
37,352.0,84,1,0,0.068,2.5,10.928936678987265,9.746892220313054,10.80364138212692,1.9740810260220096,0.11867152971749864,False,False,True,False,False,False,False,False,True,False,False,False,True
45,380.0,60,3,2,0.358,2.948,10.392378868588793,10.872389709681492,10.604501707148959,2.4765384001174837,0.22098121514952637,False,False,False,False,False,True,False,False,False,False,False,True,False
55,348.0,60,3,0,5.131,2.5,10.90177698557301,9.595670797663967,9.955308832514753,0.7419373447293773,0.07473634611401718,False,False,False,False,True,False,False,False,False,False,False,True,False
35,337.0,60,5,0,1.664,2.5,10.257394769850691,10.457401400981889,10.548613710561366,2.2192034840549946,0.23712534883462863,False,False,False,False,False,False,False,True,False,False,False,False,True
28,379.0,24,1,0,5.061,5.227,11.058523336909849,10.060534035475412,10.07709121871036,2.797281334830153,0.171766042854438,False,True,False,False,False,False,False,True,False,False,False,False,False
28,300.0,120,7,0,4.999,5.906,11.340983572595169,11.881041706925902,10.628263963337128,1.4816045409242156,0.04783732941416013,False,False,True,False,False,False,False,True,False,False,False,False,True
59,403.0,84,3,1,0.04,2.5,11.431883725096831,10.540090836284206,10.595496585651924,0.7419373447293773,0.06005975642766282,False,False,False,False,False,True,False,False,False,False,False,False,False
47,348.0,48,2,0,0.145,9.173,10.726034916514868,10.27163147557801,10.130741046453734,0.262364264467491,1.1287534455800965,False,False,False,True,True,False,False,False,False,False,False,False,False
41,348.0,48,4,0,1.453,2.5,11.426642586197687,10.904137815028022,9.995060758543543,1.1939224684724346,0.05798584919865327,False,True,False,False,False,False,True,False,False,False,False,False,False
30,340.0,48,5,1,5.051,5.948,10.890539218619425,10.825780236605917,8.954012253270928,1.9021075263969205,0.03536714383729131,False,True,False,False,False,False,False,False,False,True,False,True,False
34,346.0,36,1,3,0.12,2.954,10.875573191319228,10.404293143019792,9.18281500091143,1.7404661748405046,0.05949457178563975,False,False,True,False,False,False,False,False,True,False,False,False,False
22,300.0,36,2,0,4.931,4.763,10.710692616759035,10.768506042432708,9.221647208102487,0.9932517730102833,0.07250669078674805,False,True,False,False,True,False,False,False,False,False,False,True,False
22,341.0,36,2,0,1.559,2.5,11.017486851644584,10.25769445336048,10.57765296380376,1.33500106673234,0.19449713272408808,False,True,False,False,False,False,False,True,False,False,False,False,False
38,335.0,36,3,0,5.084,5.466,9.925934230267766,11.033291613631048,9.07638603277951,2.7536607123542622,0.1332188437862227,False,True,False,False,False,False,False,True,False,False,True,False,False
36,315.0,60,4,0,0.109,2.5,10.285730774338951,10.085850775128717,9.925215775662483,1.5260563034950492,0.13058956970360192,False,False,True,False,False,True,False,False,False,False,False,True,False
41,396.0,48,2,2,1.957,3.771,10.929415521842468,9.305741456739435,9.658762154553257,1.0647107369924282,0.0678455468950672,False,False,True,False,True,False,False,False,False,False,True,False,False
31,300.0,60,5,0,1.608,3.307,10.90325380093988,11.342149006315793,9.076277409522021,1.308332819650179,0.03169244673248972,False,False,True,False,False,False,False,True,False,False,False,False,False
36,338.0,84,4,1,1.867,2.5,10.749272554844707,10.998777662206932,9.036411894544486,2.631888840136646,0.025472795973031023,True,False,False,False,False,False,False,False,False,False,False,False,False
26,300.0,36,2,5,4.961,18.669,10.408858928900827,11.5099309859899,12.298917971895776,0.8754687373538999,1.1652111857726,False,False,False,False,False,False,False,False,False,True,False,True,False
38,390.0,48,5,0,1.384,2.5,9.671760392228794,9.686636660844938,9.458902126234939,2.856470206220483,0.1840700273280715,True,False,False,False,False,False,False,True,False,False,True,False,False
31,300.0,24,2,2,1.528,4.197,11.144463179621445,11.13751903414526,8.596006220267654,0.33647223662121295,0.038354953876463996,False,True,False,False,False,False,False,True,False,False,True,False,False
38,307.0,60,5,2,4.904,12.057,10.726034916514868,10.69650269224425,9.877045009710574,0.9162907318741551,0.8322567362641456,False,True,False,False,False,True,False,False,False,False,False,True,False
31,359.0,24,4,0,5.222,5.781,10.605835277979486,10.199918739620157,9.792221298953926,0.262364264467491,0.20016147492228561,False,False,True,False,False,False,False,False,True,False,False,True,False
37,343.0,36,6,0,1.847,2.5,10.641726877535184,10.668978650219241,9.473477414696706,1.308332819650179,0.09857756336099396,False,True,False,False,False,True,False,False,False,False,False,False,True
36,300.0,48,1,0,0.031,2.5,10.550237067119014,9.908524844053396,9.40142839081025,1.1314021114911006,0.07622002591140908,False,False,False,False,False,True,False,False,False,False,False,False,False
30,300.0,48,2,0,1.932,4.349,10.743714184901721,11.728044909070785,11.390123505560389,0.0,0.3901484039962711,False,False,False,False,False,False,False,True,False,False,False,False,False
43,357.0,48,4,0,1.76,2.5,10.840501664154386,10.254179634797001,9.675703249572324,0.9162907318741551,0.07510747248680541,False,True,False,False,True,False,False,False,False,False,False,True,False
50,422.0,36,6,0,4.789,4.411,9.933817416656344,11.458479838780507,9.465386384782809,2.0918640616783932,0.1895454018832742,False,False,True,False,False,False,False,True,False,False,True,False,False
27,300.0,60,3,0,1.587,2.5,10.448761848280189,12.175618592671356,8.485704588306225,1.9315214116032138,0.027712438566535786,False,False,False,False,False,False,False,False,False,False,False,True,False
41,404.0,48,4,2,0.108,2.5,10.998750404766172,10.098272780745283,9.834247864878286,2.884800712846709,0.07510747248680541,False,True,False,False,False,False,False,False,False,True,False,False,True
35,331.0,24,2,1,4.687,5.521,10.798005774168068,10.114599007626499,10.453232786436129,1.62924053973028,0.30321087406940794,False,False,False,False,False,False,False,True,False,False,False,False,True
40,355.0,48,5,1,1.494,2.5,10.624514699696897,9.803722464346553,8.958531106998077,1.6094379124341003,0.04611993561355312,False,False,False,False,False,False,False,False,True,False,False,True,False
22,300.0,120,1,1,5.296,8.029,10.000996676525963,10.154285180632154,11.09660666810398,1.3862943611198906,0.2616717170195501,False,True,False,False,True,False,False,False,False,False,True,False,False
39,325.0,36,2,1,4.876,5.352,10.650160097061876,9.781376414141157,6.9330428365088865,0.0,0.008067371077758796,False,True,False,False,True,False,False,False,False,False,False,False,True
41,379.0,24,5,2,5.322,8.877,10.484328764635865,10.537441898283253,10.791659428947588,1.0986122886681098,0.5187342678340314,False,False,True,False,False,False,True,False,False,False,False,False,False
38,309.0,60,8,1,0.208,2.5,12.283164881763552,11.235866764155578,7.624277130858533,1.4586150226995167,0.0018981972830802527,False,True,False,False,False,True,False,False,False,False,False,False,False
22,338.0,48,5,0,1.468,2.5,10.299407920861277,9.525224101853109,9.795633374730093,0.7419373447293773,0.14071800693887934,False,True,False,False,False,False,False,True,False,False,False,True,False
32,404.0,48,5,0,5.205,3.975,11.575898198401784,10.789339695269716,10.692027182243455,1.667706820558076,0.09830568878412335,False,True,False,False,False,False,True,False,False,False,True,False,False
49,370.0,60,0,0,0.148,2.5,11.806786980276648,10.664316745782925,9.905569882980439,0.0,0.02946171014961901,False,True,False,False,False,False,False,True,False,False,False,False,False
