transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,merchant_category,merchant_country,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,channel,device_type,is_fraud
TXN0005111,2023-07-27 05:14:17,5,3,0,7,58,3368,6200.0,Grocery,BR,1,78.11,157.86,1,7,0.1,7,2,Chip,Desktop,0
TXN0008088,2023-11-25 01:27:39,1,5,1,11,36,948,9200.0,Restaurant,US,0,70.42,41.97,0,8,1.1,3,0,Chip,POS,0
TXN0000373,2023-01-16 11:28:23,11,0,0,1,39,287,4500.0,Gas,RO,1,44.64,181.06,2,9,3.7,8,0,Chip,Desktop,0
TXN0000746,2023-01-31 23:18:29,23,1,0,1,53,225,33900.0,Grocery,US,0,104.58,367.24,1,16,0.5,1,0,ATM,POS,0
TXN0002907,2023-05-01 19:47:51,19,0,0,5,55,838,9800.0,Travel,UK,1,209.39,272.82,5,15,2.0,7,0,Chip,Unknown,0
TXN0000762,2023-02-01 12:18:07,12,2,0,2,59,514,10800.0,Grocery,US,0,51.94,134.05,4,7,1.6,11,3,Swipe,Desktop,0
TXN0000407,2023-01-17 12:02:39,12,1,0,1,28,1577,5000.0,ATM,US,0,11.48,208.02,4,15,8.2,2,0,Chip,Desktop,0
TXN0008993,2023-12-31 18:08:41,18,6,1,12,28,1403,7300.0,Online_Retail,US,0,177.12,192.93,4,11,2.1,5,4,Chip,Desktop,0
TXN0001884,2023-03-20 17:11:25,17,0,0,3,28,4665,10200.0,Restaurant,US,0,344.34,198.7,2,10,3.4,9,0,Online,Unknown,0
TXN0007098,2023-10-14 19:05:10,19,5,1,10,40,77,7900.0,Restaurant,US,0,420.27,192.22,3,10,1.5,6,3,Contactless,Desktop,0
TXN0004998,2023-07-22 16:27:19,16,5,1,7,30,752,8000.0,Electronics,US,0,690.35,195.15,1,13,4.5,5,1,Online,Desktop,0
TXN0008571,2023-12-14 13:11:40,13,3,0,12,54,157,65300.0,Online_Retail,US,0,8.7,185.47,1,15,7.9,5,3,Swipe,Desktop,0
TXN0007724,2023-11-08 08:31:29,8,2,0,11,54,1338,9200.0,Online_Retail,US,0,365.1,756.79,3,10,1.4,5,0,Online,Mobile,0
TXN0004748,2023-07-13 17:55:17,17,3,0,7,47,2703,23700.0,Gas,MX,1,111.23,220.08,2,14,1.8,3,0,Chip,Mobile,0
TXN0005113,2023-07-27 06:27:24,6,3,0,7,38,441,9400.0,Online_Retail,US,0,30.71,346.78,3,6,0.1,4,0,Chip,POS,0
TXN0003120,2023-05-09 17:24:31,17,1,0,5,36,209,18400.0,Grocery,US,0,59.24,376.46,2,19,3.4,5,0,Contactless,Unknown,0
TXN0008325,2023-12-04 02:24:20,2,0,0,12,57,108,6000.0,Online_Retail,US,0,28.4,814.27,6,11,5.3,6,0,Online,POS,0
TXN0004467,2023-07-01 20:00:36,20,5,1,7,52,321,5800.0,Restaurant,,0,73.4,147.46,7,8,2.3,7,0,Chip,Mobile,0
TXN0007469,2023-10-29 19:28:07,19,6,1,10,25,1238,6200.0,Healthcare,RO,1,56.65,117.94,1,13,0.7,6,0,Online,Desktop,0
TXN0001231,2023-02-20 13:03:36,13,0,0,2,75,1316,24600.0,Restaurant,US,0,82.24,,3,9,0.1,6,3,Chip,Mobile,0
TXN0003654,2023-05-30 22:21:12,22,1,0,5,39,1332,5000.0,Grocery,US,0,48.77,,2,9,2.1,5,0,Contactless,Mobile,0
TXN0008543,2023-12-13 10:04:01,10,2,0,12,37,585,5100.0,ATM,,0,119.97,,2,17,4.3,5,1,Chip,POS,0
TXN0003263,2023-05-15 07:35:28,7,0,0,5,39,368,16400.0,Luxury,BR,1,88.86,285.99,2,8,1.1,4,2,Swipe,Unknown,0
TXN0003253,2023-05-14 23:22:55,23,6,1,5,34,57,15200.0,Electronics,US,0,136.05,99.18,2,16,,1,0,Contactless,POS,0
TXN0008585,2023-12-15 00:49:22,0,4,0,12,48,802,10800.0,Restaurant,US,0,112.34,80.41,3,13,3.6,5,0,Swipe,Mobile,0
TXN0001709,2023-03-14 02:40:02,2,1,0,3,54,1100,7600.0,Gas,US,0,19.38,305.49,0,15,0.7,7,1,Chip,Mobile,0
TXN0004705,2023-07-12 01:45:45,1,2,0,7,20,292,10300.0,Grocery,US,0,41.63,233.55,5,14,0.1,3,0,Chip,Unknown,0
TXN0008305,2023-12-03 09:57:39,9,6,1,12,27,271,4500.0,Grocery,UK,1,222.87,420.51,1,8,1.6,3,0,Online,Unknown,0
TXN0006879,2023-10-06 14:48:04,14,4,0,10,36,2774,7600.0,Restaurant,US,0,275.9,307.89,1,17,4.2,6,0,Online,Unknown,0
TXN0007948,2023-11-18 19:08:56,19,5,1,11,48,1718,9600.0,Restaurant,US,0,48.2,1367.61,2,19,2.2,3,0,ATM,Mobile,0
TXN0008650,2023-12-17 22:21:26,22,6,1,12,52,1106,3700.0,Grocery,US,0,53.63,150.46,2,13,5.3,1,0,Chip,Mobile,0
TXN0008235,2023-12-01 00:36:09,0,4,0,12,60,301,16400.0,Online_Retail,US,0,370.76,492.68,1,15,1.1,4,0,Online,Desktop,0
TXN0003662,2023-05-31 06:05:44,6,2,0,5,41,141,23700.0,Entertainment,US,0,30.28,136.16,1,9,4.3,6,0,Online,Unknown,0
TXN0002379,2023-04-10 06:31:35,6,0,0,4,41,742,6700.0,Restaurant,US,0,45.79,249.72,5,19,4.3,6,2,Swipe,Mobile,0
TXN0008539,2023-12-13 04:43:16,4,2,0,12,44,104,42000.0,Restaurant,US,0,645.07,242.23,0,13,0.1,8,1,Contactless,POS,0
TXN0001592,2023-03-08 13:37:02,13,2,0,3,29,488,12000.0,Healthcare,US,0,79.99,123.65,4,16,0.3,5,1,ATM,Mobile,0
TXN0007186,2023-10-18 18:50:59,18,2,0,10,43,1249,10500.0,Online retail,RO,1,42.82,193.15,1,12,0.2,3,0,Swipe,POS,0
TXN0001912,2023-03-21 21:06:28,21,1,0,3,38,33,5100.0,Grocery,US,0,66.65,297.48,5,13,,7,0,Online,POS,0
TXN0001367,2023-02-27 00:40:35,0,0,0,2,64,52,16600.0,Restaurant,US,0,17.56,346.84,1,10,,3,0,Chip,POS,0
TXN0008813,2023-12-24 00:25:23,0,6,1,12,43,734,4700.0,Online_Retail,US,0,37.75,539.22,6,11,16.3,4,1,Contactless,Mobile,0
TXN0005456,2023-08-10 16:14:29,16,3,0,8,33,459,37300.0,Grocery,NG,1,30.85,180.72,6,10,5.4,3,1,Online,POS,0
TXN0001360,2023-02-26 18:29:41,18,6,1,2,44,1566,11000.0,Grocery,US,0,14.18,126.69,2,20,0.7,9,1,Swipe,Mobile,0
TXN0004099,2023-06-17 09:48:59,9,5,1,6,53,54,17600.0,Healthcare,US,0,39.42,190.31,2,14,5.0,3,0,Contactless,Desktop,0
TXN0003933,2023-06-10 17:29:26,17,5,1,6,41,1371,6100.0,Travel,US,0,78.33,469.68,2,13,2.5,4,0,Online,ATM,0
TXN0004029,2023-06-14 17:32:46,17,2,0,6,28,799,8600.0,Travel,MX,1,22.67,111.82,3,12,2.3,3,0,Contactless,Desktop,0
TXN0001891,2023-03-20 22:21:38,22,0,0,3,38,897,6100.0,Gas,US,0,52.55,464.47,4,16,1.5,3,5,Chip,POS,1
TXN0000402,2023-01-17 08:42:44,8,1,0,1,52,594,6300.0,Luxury,US,0,13.5,546.72,6,12,4.0,4,2,Online,Desktop,0
TXN0002859,2023-04-30 02:48:11,2,6,1,4,64,616,9300.0,Online_Retail,,0,59.73,332.41,1,18,1.7,5,2,Chip,POS,0
TXN0003908,2023-06-09 20:44:08,20,4,0,6,45,78,24900.0,Online_Retail,US,0,18.24,472.7,4,11,0.7,7,0,Swipe,Mobile,0
TXN0008711,2023-12-20 00:42:06,0,2,0,12,45,775,5900.0,Online_Retail,US,0,274.06,209.09,3,11,5.0,8,0,Online,POS,0
TXN0003386,2023-05-20 08:17:49,8,5,1,5,33,242,11000.0,Grocery,US,0,108.87,474.27,3,11,3.8,7,0,Online,POS,0
TXN0005690,2023-08-19 18:38:41,18,5,1,8,32,586,14400.0,Entertainment,CN,1,326.75,72.43,3,11,1.4,5,0,Online,Desktop,0
TXN0002401,2023-04-10 21:47:39,21,0,0,4,51,69,10100.0,Grocery,US,0,44.46,285.87,4,12,6.3,5,0,Online,POS,0
TXN0000239,2023-01-10 18:01:47,18,1,0,1,58,61,26500.0,Online_Retail,,0,24.24,167.03,2,7,1.3,3,2,Chip,POS,0
TXN0001488,2023-03-04 05:54:52,5,5,1,3,37,256,17100.0,Online_Retail,US,0,22.06,233.24,0,8,1.3,4,0,Chip,Mobile,0
TXN0005272,2023-08-03 08:39:37,8,3,0,8,34,560,8700.0,Restaurant,US,0,140.36,420.6,3,9,3.6,8,0,Swipe,POS,0
TXN0000905,2023-02-07 06:21:25,6,1,0,2,45,1284,25700.0,Grocery,US,0,9.55,910.08,1,16,11.6,4,0,Contactless,Unknown,0
TXN0003915,2023-06-10 03:15:32,3,5,1,6,45,82,4200.0,Entertainment,US,0,20.89,538.12,5,16,3.0,2,0,Online,Unknown,0
TXN0000573,2023-01-24 05:09:17,5,1,0,1,41,265,8000.0,Gas,CA,1,69.29,184.68,5,13,12.4,4,2,ATM,Mobile,0
TXN0005004,2023-07-22 20:20:17,20,5,1,7,29,1773,14000.0,Travel,US,0,24.48,485.68,4,11,1.4,5,0,Chip,Desktop,0
TXN0006628,2023-09-24 23:49:29,23,6,1,9,30,387,6400.0,Restaurant,UK,1,254.25,517.04,4,15,3.2,6,0,Chip,POS,0
TXN0002571,2023-04-17 20:19:49,20,0,0,4,52,331,6800.0,Healthcare,UK,1,59.45,227.77,1,20,0.7,4,0,Chip,POS,0
TXN0004950,2023-07-20 19:30:13,19,3,0,7,27,138,4900.0,Gas,US,0,174.32,431.63,3,14,0.2,6,3,Chip,Mobile,0
TXN0002789,2023-04-27 14:44:17,14,3,0,4,40,146,5100.0,Gas,US,0,26.83,600.82,2,9,3.7,6,0,Online,Desktop,0
TXN0001858,2023-03-19 20:16:55,20,6,1,3,51,406,8300.0,Online_Retail,UK,1,267.24,415.99,3,8,0.1,9,0,Chip,Mobile,0
TXN0004382,2023-06-28 08:50:55,8,2,0,6,57,1617,16100.0,Grocery,US,0,11.46,393.11,6,13,0.9,6,0,Chip,Unknown,0
TXN0005578,2023-08-15 02:36:35,2,1,0,8,42,1215,14900.0,Grocery,US,0,114.99,505.72,5,9,4.9,4,0,Online,Desktop,0
TXN0005758,2023-08-22 07:18:33,7,1,0,8,48,117,6800.0,Gas,US,0,103.46,406.87,5,7,1.2,3,0,ATM,Mobile,0
TXN0001285,2023-02-23 02:38:35,2,3,0,2,44,1369,4300.0,Gas,US,0,11.14,632.4,3,13,2.1,8,0,Swipe,POS,0
TXN0003972,2023-06-12 12:04:18,12,0,0,6,36,1053,5600.0,Grocery,US,0,274.54,268.36,2,9,0.3,4,0,Chip,ATM,0
TXN0003912,2023-06-10 00:58:32,0,5,1,6,45,525,7600.0,Electronics,US,0,78.52,127.11,0,10,0.8,4,1,Online,Mobile,0
TXN0001509,2023-03-05 12:14:53,12,6,1,3,47,1547,6500.0,Grocery,NG,1,171.79,113.13,6,4,1.6,7,0,Swipe,Mobile,0
TXN0005173,2023-07-29 18:38:30,18,5,1,7,34,394,12300.0,Grocery,US,0,79.41,297.69,0,14,2.1,2,0,Online,Desktop,0
TXN0005082,2023-07-26 02:55:22,2,2,0,7,36,584,6000.0,Gas,US,0,56.18,189.51,3,16,0.5,5,1,Contactless,POS,0
TXN0008768,2023-12-22 09:39:57,9,4,0,12,22,654,5900.0,Grocery,US,0,43.27,369.54,2,12,2.9,5,0,Contactless,Mobile,0
TXN0005402,2023-08-08 10:33:41,10,1,0,8,47,76,13500.0,Gas,US,0,139.23,142.68,1,11,0.3,4,1,Online,Mobile,0
TXN0002224,2023-04-04 17:25:55,17,1,0,4,19,1968,7500.0,Luxury,US,0,21.94,325.48,4,13,0.6,12,4,Swipe,Mobile,0
TXN0007940,2023-11-18 08:12:57,8,5,1,11,39,744,10100.0,Restaurant,US,0,380.2,285.21,5,14,3.4,6,0,Online,ATM,0
TXN0002098,2023-03-30 16:11:16,16,3,0,3,48,845,16000.0,Gas,US,0,176.89,396.87,5,13,2.1,6,0,Contactless,Mobile,0
TXN0006836,2023-10-04 11:04:33,11,2,0,10,35,1393,6200.0,Grocery,US,0,43.72,336.94,2,8,0.0,8,1,Online,Desktop,0
TXN0005901,2023-08-28 10:37:09,10,0,0,8,45,1044,5600.0,Gas,US,0,369.37,98.82,6,8,0.9,5,0,ATM,Mobile,0
TXN0007655,2023-11-06 02:25:47,2,0,0,11,27,330,15800.0,Grocery,US,0,613.23,51.28,1,11,0.6,3,0,Chip,Mobile,0
TXN0001130,2023-02-16 05:02:18,5,3,0,2,51,710,7100.0,Grocery,UK,1,157.23,269.18,0,11,0.6,4,0,Online,Unknown,0
TXN0003280,2023-05-16 03:24:59,3,1,0,5,34,55,8400.0,Gas,US,0,48.93,584.08,5,7,,8,0,Chip,Mobile,0
TXN0001262,2023-02-22 04:48:08,4,2,0,2,26,1431,6800.0,Online_Retail,US,0,191.46,90.79,2,12,0.3,4,0,Swipe,Mobile,0
TXN0008115,2023-11-26 04:47:50,4,6,1,11,26,1312,17200.0,Electronics,US,0,88.23,149.14,2,12,0.1,1,1,Chip,Desktop,0
TXN0001528,2023-03-06 05:29:30,5,0,0,3,39,240,22000.0,Grocery,US,0,76.79,209.75,1,11,3.8,4,0,Swipe,Desktop,0
TXN0007830,2023-11-13 00:44:15,0,0,0,11,36,176,7200.0,Healthcare,,1,63.03,46.07,5,11,8.8,2,0,Chip,Mobile,0
TXN0000654,2023-01-27 11:19:50,11,4,0,1,32,40,18300.0,Grocery,CA,1,147.33,202.24,4,10,,8,0,ATM,Unknown,0
TXN0004582,2023-07-07 00:36:03,0,4,0,7,55,1238,12300.0,Online_Retail,US,0,50.06,101.79,2,5,0.8,4,2,Online,ATM,0
TXN0005585,2023-08-15 13:46:26,13,1,0,8,70,103,30000.0,Restaurant,BR,1,122.39,106.85,4,12,1.5,2,1,Online,Desktop,0
TXN0000743,2023-01-31 20:53:42,20,1,0,1,46,490,10000.0,Grocery,US,0,427.94,222.58,2,12,3.1,4,0,Contactless,POS,0
TXN0003088,2023-05-08 07:41:22,7,0,0,5,30,1220,6400.0,Healthcare,US,0,54.17,476.18,4,13,0.1,4,0,Online,POS,0
TXN0006485,2023-09-19 09:27:15,9,1,0,9,25,71,19200.0,Restaurant,US,0,58.65,29.99,3,10,1.9,4,2,Online,POS,0
TXN0000572,2023-01-24 04:55:48,4,1,0,1,49,912,39800.0,Entertainment,US,0,54.89,403.86,1,9,1.6,6,0,Contactless,ATM,0
TXN0002328,2023-04-08 09:34:48,9,5,1,4,42,111,5600.0,Online_Retail,MX,1,39.93,115.7,2,14,1.0,3,1,Swipe,ATM,0
TXN0008485,2023-12-10 19:15:18,19,6,1,12,30,716,10200.0,Electronics,US,0,167.94,197.68,2,8,4.3,5,0,Contactless,Desktop,0
TXN0004880,2023-07-18 15:12:56,15,1,0,7,43,900,10400.0,Grocery,US,0,50.11,640.34,0,14,3.4,4,0,Contactless,POS,0
TXN0007124,2023-10-15 14:37:37,14,6,1,10,27,896,19500.0,Gas,UK,1,29.28,288.8,5,10,1.3,1,1,Chip,POS,0
TXN0003789,2023-06-05 13:57:57,13,0,0,6,54,527,19900.0,Entertainment,US,0,196.09,332.06,2,14,2.8,4,1,Online,Unknown,0
TXN0000838,2023-02-04 15:01:56,15,5,1,2,43,1672,6000.0,Healthcare,US,0,288.13,69.85,0,9,0.8,3,0,Swipe,POS,0
TXN0003895,2023-06-09 12:28:25,12,4,0,6,49,135,4000.0,Gas,RO,1,129.78,186.44,1,7,2.3,6,0,Contactless,POS,0
TXN0004755,2023-07-14 00:27:17,0,4,0,7,38,1523,10000.0,Luxury,UK,1,28.95,235.83,4,14,1.2,6,0,Swipe,Unknown,0
TXN0001336,2023-02-25 17:53:16,17,5,1,2,46,855,22400.0,Entertainment,US,0,11.07,383.55,3,10,1.9,4,2,Online,POS,0
TXN0002776,2023-04-27 00:05:36,0,3,0,4,32,843,6700.0,ATM,US,0,352.4,155.92,1,14,0.2,6,0,Online,Desktop,0
TXN0006927,2023-10-08 07:51:43,7,6,1,10,53,344,2500.0,Healthcare,US,0,68.27,694.72,3,11,4.8,4,0,Chip,Mobile,0
TXN0006320,2023-09-12 09:55:16,9,1,0,9,43,434,5400.0,Grocery,US,0,180.32,126.09,2,14,1.3,6,0,Contactless,POS,0
TXN0007956,2023-11-19 10:40:01,10,6,1,11,47,551,11200.0,Healthcare,US,0,184.77,218.72,1,12,0.2,2,1,ATM,Mobile,0
TXN0005501,2023-08-12 04:56:18,4,5,1,8,49,805,13000.0,Online_Retail,US,0,70.62,191.43,6,11,1.8,6,0,Chip,Mobile,0
TXN0001374,2023-02-27 09:56:26,9,0,0,2,18,1785,22900.0,Grocery,US,0,18.62,135.93,3,12,0.1,6,0,swipe ,Unknown,0
TXN0004541,2023-07-05 09:09:54,9,2,0,7,30,325,6100.0,Restaurant,US,0,76.43,555.04,0,21,4.9,8,0,Online,Desktop,0
TXN0008789,2023-12-23 04:28:40,4,5,1,12,39,636,6600.0,Travel,CN,1,200.47,448.4,2,9,0.4,9,3,Chip,Desktop,0
TXN0008767,2023-12-22 09:38:45,9,4,0,12,26,570,18800.0,Grocery,US,0,58.14,184.28,1,13,7.5,12,0,Chip,POS,0
TXN0008602,2023-12-15 14:33:14,14,4,0,12,28,609,4800.0,Grocery,US,0,129.22,87.59,3,11,1.1,6,0,Chip,Desktop,0
TXN0007780,2023-11-10 18:36:50,18,4,0,11,51,901,21200.0,Travel,CA,1,52.54,355.9,2,12,13.0,6,0,Contactless,Mobile,0
TXN0001048,2023-02-12 17:59:13,17,6,1,2,49,320,10000.0,Online_Retail,RO,1,136.61,355.31,3,8,1.0,2,0,Chip,Desktop,0
TXN0008626,2023-12-16 19:17:14,19,5,1,12,26,131,6500.0,Luxury,US,0,42.68,271.56,1,7,0.7,7,2,Online,POS,0
TXN0002696,2023-04-23 05:37:47,5,6,1,4,43,61,3900.0,Gas,US,0,57.38,168.23,2,11,2.0,7,0,Contactless,ATM,0
TXN0004052,2023-06-15 08:37:41,8,3,0,6,39,226,43400.0,Restaurant,US,0,92.08,155.98,1,17,0.5,5,0,Contactless,Desktop,0
TXN0000603,2023-01-25 02:19:33,2,2,0,1,50,528,12000.0,Travel,UK,1,37.76,158.62,2,10,4.5,4,1,Contactless,Mobile,0
TXN0004930,2023-07-20 05:28:06,5,3,0,7,60,640,4800.0,Healthcare,UK,1,62.98,228.74,3,9,3.9,8,0,Chip,Mobile,0
TXN0006195,2023-09-08 03:21:43,3,4,0,9,46,150,8200.0,Luxury,US,0,21.17,353.27,2,10,3.6,12,0,Swipe,POS,0
TXN0004737,2023-07-13 03:21:38,3,3,0,7,33,97,8800.0,Gas,US,0,47.67,215.0,4,12,3.4,3,2,Chip,Desktop,0
TXN0004472,2023-07-02 00:11:21,0,6,1,7,31,248,11100.0,Online_Retail,US,0,91.12,205.07,2,7,1.9,5,1,Contactless,Mobile,0
TXN0005693,2023-08-19 20:39:14,20,5,1,8,53,560,5200.0,Online_Retail,UK,1,90.69,288.92,2,20,2.7,6,0,Online,Desktop,1
TXN0008921,2023-12-28 12:29:39,12,3,0,12,45,850,14700.0,Healthcare,CA,1,106.0,122.85,3,14,2.7,2,0,Contactless,POS,0
TXN0004323,2023-06-25 21:13:57,21,6,1,6,50,932,5400.0,Electronics,US,0,36.21,347.69,2,11,8.4,6,0,Chip,Desktop,0
TXN0003982,2023-06-12 22:34:30,22,0,0,6,25,2834,10800.0,Restaurant,US,0,19.93,284.74,3,13,1.9,6,1,Online,Desktop,0
TXN0007192,2023-10-19 03:02:05,3,3,0,10,47,143,8000.0,Restaurant,US,0,203.81,374.24,4,8,0.5,5,0,Chip,Mobile,0
TXN0003357,2023-05-19 07:29:23,7,4,0,5,45,63,25300.0,ATM,RO,1,134.42,858.09,3,10,3.8,5,0,ATM,POS,0
TXN0002560,2023-04-17 10:02:54,10,0,0,4,36,1693,14800.0,Grocery,US,0,110.27,433.91,3,12,0.6,7,0,Swipe,POS,0
TXN0000185,2023-01-08 16:20:11,16,6,1,1,34,629,19200.0,Gas,NG,1,35.34,160.72,2,9,0.4,11,3,Online,POS,1
TXN0002436,2023-04-12 03:37:46,3,2,0,4,38,585,11700.0,Luxury,,1,20.77,208.91,1,8,3.6,8,0,Online,Mobile,0
TXN0007897,2023-11-16 14:51:15,14,3,0,11,41,170,8100.0,Travel,US,0,73.51,240.16,5,10,0.4,9,0,Swipe,Unknown,0
TXN0002788,2023-04-27 10:29:29,10,3,0,4,39,410,14800.0,ATM,US,0,1009.14,127.68,5,9,2.6,7,0,Chip,Unknown,0
TXN0003980,2023-06-12 18:54:03,18,0,0,6,35,3243,3700.0,Grocery,US,0,265.97,408.5,4,9,2.3,3,0,ATM,ATM,0
TXN0003365,2023-05-19 14:18:55,14,4,0,5,40,1656,5700.0,Restaurant,US,0,37.1,176.94,1,12,2.8,7,0,Chip,Desktop,0
TXN0002322,2023-04-08 01:15:46,1,5,1,4,67,39,6500.0,Restaurant,,1,201.87,264.99,2,6,,6,0,Online,Mobile,0
TXN0004054,2023-06-15 10:03:31,10,3,0,6,49,304,3100.0,ATM ,US,0,14.85,590.82,3,17,0.3,6,2,Contactless,Mobile,0
TXN0003351,2023-05-18 23:23:11,23,3,0,5,33,187,12900.0,Online_Retail,,0,25.36,226.34,4,11,0.3,2,5,Swipe,POS,0
TXN0001121,2023-02-15 22:03:30,22,2,0,2,62,506,5500.0,Restaurant,US,0,139.9,618.15,5,9,6.5,6,0,Swipe,Unknown,0
TXN0007635,2023-11-05 09:04:40,9,6,1,11,60,463,9900.0,Entertainment,MX,1,185.81,149.33,2,14,2.4,7,1,Contactless,Mobile,0
TXN0002805,2023-04-27 23:49:42,23,3,0,4,45,105,4700.0,Grocery,CN,1,2.66,128.49,2,17,0.9,2,0,Online,ATM,0
TXN0000107,2023-01-05 08:34:04,8,3,0,1,47,1839,16700.0,Healthcare,US,0,262.29,293.48,1,13,1.0,6,1,ATM,Mobile,0
TXN0002929,2023-05-02 18:36:06,18,1,0,5,32,30,3500.0,Restaurant,US,0,50.72,85.76,6,12,,8,0,Contactless,Unknown,0
TXN0007372,2023-10-26 13:07:38,13,3,0,10,35,402,5400.0,Restaurant,US,0,14.68,411.5,3,10,0.3,4,1,Chip,POS,0
TXN0008686,2023-12-19 02:54:15,2,1,0,12,37,3379,4400.0,Entertainment,UK,1,67.62,142.57,1,18,1.9,3,0,Chip,Desktop,0
TXN0005458,2023-08-10 18:00:11,18,3,0,8,57,1458,5000.0,Travel,US,0,106.96,238.76,4,11,2.2,6,2,Online,MOBILE,0
TXN0002669,2023-04-22 07:07:32,7,5,1,4,57,71,4800.0,Online_Retail,US,0,94.18,464.71,3,10,1.4,6,0,Chip,POS,0
TXN0005046,2023-07-24 09:04:07,9,0,0,7,45,1342,6500.0,Grocery,US,0,82.44,112.22,2,10,1.7,5,0,Chip,Desktop,0
TXN0006353,2023-09-13 17:03:45,17,2,0,9,44,1861,12100.0,Entertainment,US,0,15.42,184.41,1,13,2.0,2,3,Swipe,Mobile,0
TXN0008598,2023-12-15 09:57:36,9,4,0,12,25,1613,16100.0,Restaurant,US,0,275.92,392.82,4,16,0.4,4,2,ATM,POS,0
TXN0001378,2023-02-27 14:20:41,14,0,0,2,33,52,16000.0,Entertainment,US,0,1414.03,422.72,2,19,,8,1,Chip,POS,0
TXN0001873,2023-03-20 09:18:03,9,0,0,3,44,275,19000.0,Online_Retail,US,0,35.75,317.23,4,15,1.2,3,1,Contactless,Mobile,0
TXN0006987,2023-10-10 19:14:39,19,1,0,10,42,526,6200.0,Online_Retail,MX,1,13.6,275.42,3,11,7.5,3,0,Online,Mobile,0
TXN0000701,2023-01-29 21:37:02,21,6,1,1,44,1442,7600.0,Restaurant,UK,1,235.63,314.17,8,9,6.8,8,0,Chip,POS,0
TXN0008280,2023-12-02 14:40:35,14,5,1,12,25,1916,8000.0,Gas,US,0,76.07,300.88,1,14,0.2,7,2,Contactless,Mobile,0
TXN0008742,2023-12-21 07:53:59,7,3,0,12,45,618,6600.0,Grocery,UK,1,107.32,223.35,1,12,1.2,5,0,Chip,Desktop,0
TXN0008425,2023-12-08 05:20:17,5,4,0,12,56,52,6900.0,Grocery,US,0,358.68,149.91,2,10,1.1,4,1,ATM,Mobile,0
TXN0003256,2023-05-15 01:03:24,1,0,0,5,45,2023,3500.0,Restaurant,RO,1,69.52,611.48,0,17,2.2,5,0,Chip,Unknown,0
TXN0001148,2023-02-16 14:22:43,14,3,0,2,51,1328,4300.0,Healthcare,US,0,594.64,110.66,4,9,4.5,7,0,Chip,Unknown,0
TXN0006564,2023-09-22 09:20:03,9,4,0,9,47,44,11500.0,Grocery,US,0,284.08,100.86,4,8,0.0,8,0,ATM,POS,0
TXN0006642,2023-09-25 15:09:52,15,0,0,9,59,433,11800.0,Grocery,US,0,48.78,329.14,5,5,5.0,4,1,Chip,Mobile,0
TXN0008562,2023-12-14 01:45:41,1,3,0,12,23,1146,2900.0,Luxury,RO,1,35.99,575.71,4,9,0.6,5,1,ATM,Desktop,0
TXN0007509,2023-10-31 02:12:24,2,1,0,10,19,220,7000.0,Restaurant,US,0,26.69,99.93,5,12,2.4,3,0,Contactless,Desktop,0
TXN0005116,2023-07-27 09:45:41,9,3,0,7,18,238,18600.0,Grocery,US,0,36.92,224.8,3,9,1.7,4,2,ATM,Desktop,0
TXN0002950,2023-05-03 14:15:27,14,2,0,5,53,164,5600.0,Grocery,US,0,57.26,203.36,2,9,0.1,7,0,Online,ATM,0
TXN0000180,2023-01-08 08:31:56,8,6,1,1,36,640,35100.0,ATM,CA,1,18.24,130.5,1,8,12.9,1,0,Swipe,Mobile,1
TXN0008926,2023-12-28 16:41:30,16,3,0,12,20,333,6300.0,Luxury,US,0,29.61,180.66,2,16,0.8,5,0,ATM,Desktop,0
TXN0008676,2023-12-18 20:11:08,20,0,0,12,41,746,16700.0,Grocery,UK,1,433.27,122.7,1,10,5.3,6,0,Swipe,Unknown,0
TXN0002460,2023-04-13 02:34:30,2,3,0,4,66,830,42400.0,Grocery,NG,1,258.63,1318.96,2,16,5.0,6,0,Swipe,Mobile,0
TXN0002417,2023-04-11 10:27:20,10,1,0,4,60,419,5000.0,Luxury,US,0,181.26,1258.63,7,15,2.6,5,0,Online,POS,0
TXN0003955,2023-06-11 17:22:46,17,6,1,6,50,1178,13800.0,Luxury,US,0,38.92,154.5,4,11,0.9,4,2,Swipe,Unknown,0
TXN0000545,2023-01-23 10:43:16,10,0,0,1,46,980,9000.0,Gas,UK,1,167.58,229.67,5,14,1.1,1,0,Swipe,POS,0
TXN0003033,2023-05-06 04:26:35,4,5,1,5,40,606,2100.0,Gas,CA,1,136.09,447.92,5,8,0.1,3,0,Swipe,Mobile,0
TXN0000328,2023-01-14 21:23:05,21,5,1,1,41,151,17700.0,Entertainment,US,0,118.77,147.68,0,8,1.7,5,0,Swipe,Desktop,0
TXN0000751,2023-02-01 04:31:11,4,2,0,2,58,241,8800.0,Travel,US,0,61.51,185.65,1,11,4.5,8,0,Chip,Mobile,0
TXN0004128,2023-06-18 10:38:31,10,6,1,6,22,449,10600.0,Online_Retail,US,0,27.14,576.92,3,7,1.3,5,0,Online,Desktop,0
TXN0000025,2023-01-01 19:10:03,19,6,1,1,54,2007,9500.0,Electronics,US,0,174.89,327.37,0,3,0.1,4,1,Chip,POS,0
