hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,merchant_country_missing,days_since_last_missing,amount_to_limit_ratio,amount_vs_7day_avg,txn_velocity_ratio,merchant_concentration,is_late_night,is_business_hours,is_new_account,log_account_age,log_transaction_amount,foreign_online,new_account_high_amount,late_night_foreign,merchant_category,merchant_country,channel,device_type,is_fraud
20,4,0,4,47,2611,7600.0,0,46.93,1457.93,1,8,0.2,3,0,0,0,0.006175,0.03218947411741304,0.875,2.6666666666666665,0,0,0,7.867871490396322,3.86974161317154,0,0,0,Restaurant,US,Swipe,Desktop,0
18,3,0,7,38,104,9900.0,1,114.06,300.31,3,18,1.9,9,0,0,0,0.011521212121212121,0.37980753221670943,1.1666666666666665,2.0,0,0,0,4.653960350157523,4.7454537314351475,1,0,0,Grocery,MX,Online,Mobile,0
4,1,0,2,22,2159,16600.0,0,32.13,347.48,4,12,5.5,6,0,0,0,0.001935542168674699,0.09246575342465754,2.3333333333333335,2.0,1,0,0,7.67786350067821,3.5004392163118045,0,0,0,Restaurant,US,Online,Desktop,0
11,6,1,7,44,256,7400.0,0,461.27,325.99,2,8,3.7,6,2,0,0,0.062333783783783785,1.4149820546642533,1.75,1.3333333333333333,0,1,0,5.54907608489522,6.136149135961872,0,0,0,ATM,US,Online,Mobile,0
14,4,0,9,20,881,9400.0,0,207.04,108.78,3,14,0.0,4,2,0,0,0.022025531914893617,1.903291046148189,1.5,3.5,0,1,0,6.782192056006791,5.337730368904872,0,0,0,Grocery,US,Chip,Mobile,0
23,5,1,7,29,587,5700.0,0,7.28,147.57,0,10,2.7,5,3,0,0,0.0012771929824561404,0.049332520159924106,0.0,2.0,0,0,0,6.376726947898627,2.1138429683971687,0,0,0,Gas,US,Contactless,Desktop,0
18,6,1,12,38,136,16100.0,0,135.24,197.63,4,17,0.9,7,0,0,0,0.008400000000000001,0.6843090623893134,1.647058823529412,2.4285714285714284,0,0,0,4.919980925828125,4.914418036354433,0,0,0,Healthcare,US,ATM,Mobile,0
18,6,1,2,59,1326,33500.0,1,52.4,323.34,3,13,1.9,4,0,0,0,0.0015641791044776119,0.162058514257438,1.6153846153846154,3.25,0,0,0,7.190676034332207,3.977810745966149,0,0,0,Gas,MX,Chip,Mobile,0
7,6,1,2,48,219,29900.0,0,82.04,179.33,5,11,6.0,1,1,0,0,0.0027438127090301007,0.4574806223163999,3.181818181818182,11.0,0,0,0,5.393627546352362,4.419322419417578,0,0,0,Gas,US,Online,ATM,0
13,6,1,7,57,206,12400.0,1,29.58,300.22,4,15,1.3,5,2,0,0,0.002385483870967742,0.09852774631936578,1.8666666666666667,3.0,0,1,0,5.332718793265369,3.420346200500916,0,0,0,Healthcare,UK,Swipe,Mobile,0
5,1,0,3,18,570,12300.0,0,163.26,279.42,2,8,0.7,4,0,0,0,0.013273170731707317,0.5842817264333261,1.75,2.0,0,0,0,6.3473892096560105,5.101450538312046,0,0,0,Grocery,US,Online,POS,0
19,6,1,7,31,308,15100.0,0,48.82,297.91,2,8,1.0,10,0,0,0,0.003233112582781457,0.1638749958041019,1.75,0.8,0,0,0,5.733341276897746,3.9084165098340344,0,0,0,Online_Retail,US,Swipe,POS,0
11,2,0,2,68,886,1900.0,0,27.12,132.48,3,13,2.7,9,0,0,0,0.014273684210526317,0.20471014492753625,1.6153846153846154,1.4444444444444444,0,1,0,6.787844982309579,3.336481066942464,0,0,0,Restaurant,US,ATM,Desktop,0
22,1,0,3,44,799,32100.0,0,408.3,194.32,3,12,0.8,11,2,0,0,0.012719626168224299,2.1011733223548785,1.75,1.0909090909090908,0,0,0,6.684611727667927,6.014448383498357,0,0,0,Travel,US,Chip,POS,0
8,3,0,8,47,1754,3900.0,0,13.83,349.5,2,15,0.2,5,1,0,0,0.003546153846153846,0.039570815450643775,0.9333333333333333,3.0,0,0,0,7.470224135899966,2.696652156149841,0,0,0,Online_Retail,US,Chip,Desktop,0
1,2,0,4,33,1223,2000.0,0,30.94,182.69,3,14,0.8,5,0,0,0,0.015470000000000001,0.16935792873173136,1.5,2.8,1,0,0,7.1098794630722715,3.4638591427868666,0,0,0,Entertainment,US,Swipe,Desktop,0
20,5,1,8,45,90,12400.0,1,286.87,135.7,3,13,2.0,3,0,0,0,0.02313467741935484,2.1140014738393518,1.6153846153846154,4.333333333333333,0,0,0,4.51085950651685,5.6625089893404255,0,0,0,Restaurant,CN,Swipe,Desktop,0
20,2,0,1,31,1249,1900.0,0,5.71,409.03,3,10,0.6,3,0,0,0,0.003005263157894737,0.013959856245263184,2.1,3.3333333333333335,0,0,0,7.1308988302963465,1.9035989509835904,0,0,0,Grocery,US,Chip,Desktop,0
6,6,1,2,59,476,16200.0,0,67.19,57.84,0,16,2.5,4,1,0,0,0.00414753086419753,1.161652835408022,0.0,4.0,0,0,0,6.1675164908883415,4.222297926532561,0,0,0,Entertainment,US,Chip,POS,0
2,6,1,12,47,1977,13400.0,0,288.37,209.85,4,14,5.1,7,0,0,0,0.021520149253731344,1.3741720276387897,2.0,2.0,1,0,0,7.589841512182657,5.6677061460735105,0,0,0,Travel,US,Contactless,ATM,1
19,0,0,2,28,1951,7100.0,0,77.72,309.08,1,15,3.1,4,0,0,0,0.010946478873239436,0.25145593373883784,0.4666666666666667,3.75,0,0,0,7.5766097669730375,4.365897252743998,0,0,0,Luxury,US,Online,POS,0
13,5,1,10,44,523,10300.0,0,10.54,154.11,3,16,3.7,9,0,0,0,0.0010233009708737863,0.06839270650833819,1.3125,1.7777777777777777,0,1,0,6.261491684321042,2.4458192610799534,0,0,0,Online_Retail,US,Chip,Unknown,0
4,3,0,9,51,631,12200.0,1,128.69,149.59,3,9,1.1,8,1,0,0,0.010548360655737705,0.8602847783942776,2.333333333333333,1.125,1,0,0,6.448889394146858,4.86514698734765,1,0,1,ATM,NG,Online,Desktop,0
19,4,0,6,25,318,5400.0,0,36.91,115.64,5,9,0.5,7,1,0,0,0.006835185185185185,0.3191802144586648,3.8888888888888884,1.2857142857142858,0,0,0,5.765191102784844,3.635214929528243,0,0,0,Gas,US,Online,Mobile,0
1,5,1,9,45,118,19600.0,0,8.57,344.39,3,9,0.4,3,0,0,0,0.00043724489795918367,0.024884578530154768,2.333333333333333,3.0,1,0,0,4.77912349311153,2.258633205464863,0,0,0,Grocery,US,Online,Mobile,0
13,0,0,12,49,1085,10100.0,0,126.68,183.92,2,9,3.5,9,1,0,0,0.012542574257425743,0.688777729447586,1.5555555555555554,1.0,0,1,0,6.990256500493881,4.849527133701499,0,0,0,Gas,US,Online,Desktop,0
16,6,1,5,51,1796,23300.0,0,346.99,72.38,2,15,0.6,2,1,0,0,0.014892274678111588,4.794003868471954,0.9333333333333333,7.5,0,1,0,7.493873886783559,5.852173743729415,0,0,0,Grocery,US,Chip,Mobile,0
20,4,0,7,49,180,8100.0,1,655.32,106.96,1,12,3.2,4,0,0,0,0.08090370370370371,6.126776364996261,0.5833333333333334,3.0,0,0,0,5.198497031265826,6.486648474884016,0,0,0,Grocery,BR,Chip,POS,0
2,3,0,1,44,612,23400.0,0,22.24,110.87,2,5,0.8,8,0,0,0,0.0009504273504273503,0.20059529178316945,2.8,0.625,1,0,0,6.418364935936212,3.1458749319837103,0,0,0,Electronics,US,Online,POS,0
9,5,1,10,71,457,7100.0,1,37.18,163.14,0,9,0.7,4,2,0,0,0.005236619718309859,0.22790241510359202,0.0,2.25,0,1,0,6.126869184114185,3.6423118182976015,0,0,0,Grocery,NG,Chip,Unknown,0
15,0,0,6,45,633,5300.0,0,61.17,157.91,1,14,2.0,4,0,0,0,0.011541509433962264,0.387372553986448,0.5,3.5,0,1,0,6.452048954437226,4.129872568281246,0,0,0,Gas,US,Chip,Mobile,0
19,2,0,2,62,147,22200.0,0,26.42,326.54,2,20,2.3,2,0,0,0,0.00119009009009009,0.08090892386843879,0.7,10.0,0,0,0,4.997212273764115,3.3112726741341683,0,0,0,Restaurant,US,Contactless,Mobile,0
7,3,0,5,51,1053,11100.0,1,11.57,64.01,1,14,3.9,7,1,0,0,0.0010423423423423423,0.18075300734260272,0.5,2.0,0,0,0,6.960347729101308,2.531313022602156,1,0,0,Healthcare,MX,Online,Mobile,0
3,2,0,5,57,222,12600.0,0,96.45,578.64,2,15,4.0,4,2,0,0,0.007654761904761905,0.1666839485690585,0.9333333333333333,3.75,1,0,0,5.407171771460119,4.57933942595357,0,0,0,Luxury,US,Chip,POS,0
15,1,0,11,37,259,13500.0,0,133.99,94.87,0,10,3.0,5,4,1,0,0.009925185185185186,1.4123537472330558,0.0,2.0,0,1,0,5.560681631015528,4.9052007016207355,0,0,0,Grocery,US,ATM,Desktop,0
5,5,1,4,43,1189,11600.0,0,277.78,164.48,1,16,3.2,3,0,0,0,0.02394655172413793,1.6888375486381322,0.4375,5.333333333333333,0,0,0,7.081708586105575,5.63042294030174,0,0,0,Online_Retail,US,Contactless,Desktop,0
13,0,0,8,54,896,7700.0,0,40.34,47.37,1,11,1.6,4,1,0,0,0.00523896103896104,0.8515938357610303,0.6363636363636364,2.75,0,1,0,6.799055862058796,3.7218305542536223,0,0,0,Travel,US,Chip,Desktop,0
0,6,1,1,43,109,9500.0,0,180.3,104.94,7,12,0.5,8,0,0,0,0.018978947368421054,1.7181246426529446,4.083333333333334,1.5,1,0,0,4.700480365792417,5.200153117760806,0,0,0,Online_Retail,US,Swipe,POS,1
17,6,1,6,18,683,6600.0,0,408.97,417.96,2,16,0.2,4,1,0,0,0.06196515151515152,0.9784907646664753,0.875,4.0,0,1,0,6.52795791762255,6.016083986289537,0,0,0,Restaurant,US,Swipe,POS,0
8,5,1,11,67,532,19700.0,0,95.61,299.53,4,12,1.4,5,0,0,0,0.004853299492385787,0.31920008012553003,2.3333333333333335,2.4,0,0,0,6.278521424165844,4.570682255529419,0,0,0,Grocery,US,Online,Mobile,0
7,6,1,10,42,461,11300.0,0,80.82,100.53,1,7,0.2,2,4,0,0,0.00715221238938053,0.8039391226499552,1.0,3.5,0,0,0,6.135564891081739,4.404521712501253,0,0,0,Grocery,US,Chip,POS,0
10,5,1,5,36,468,7700.0,1,90.5,231.63,3,21,1.9,5,0,0,0,0.011753246753246753,0.3907093208997108,1.0,4.2,0,1,0,6.150602768446279,4.516338972281476,0,0,0,Gas,MX,Chip,Mobile,1
11,4,0,4,39,892,10100.0,0,234.36,251.1,2,12,2.1,4,0,0,0,0.023203960396039607,0.9333333333333335,1.1666666666666667,3.0,0,1,0,6.794586580876499,5.461116256853128,0,0,0,Online_Retail,US,Chip,POS,0
13,2,0,4,37,1011,7500.0,0,33.37,419.34,1,12,6.2,6,0,0,0,0.004449333333333333,0.07957743120141174,0.5833333333333334,2.0,0,1,0,6.919683849847411,3.5371840908617425,0,0,0,Luxury,US,Swipe,Desktop,0
17,1,0,1,25,434,14700.0,0,311.59,231.65,2,12,5.1,4,0,0,0,0.02119659863945578,1.345089574789553,1.1666666666666667,3.0,0,1,0,6.075346031088684,5.744892427712417,0,0,0,Online_Retail,US,Chip,ATM,0
23,5,1,10,36,137,13100.0,1,346.46,103.26,3,12,0.5,6,0,0,0,0.026447328244274808,3.355219833430176,1.75,2.0,0,0,0,4.927253685157205,5.850649550465754,0,0,0,Online_Retail,BR,Chip,Desktop,0
13,3,0,2,31,2005,6900.0,0,72.31,622.01,4,15,0.5,5,0,0,0,0.010479710144927537,0.11625215028697289,1.8666666666666667,3.0,0,1,0,7.603897968521881,4.294697025235496,0,0,0,Restaurant,US,Chip,Mobile,0
5,1,0,8,29,985,15300.0,0,133.51,178.65,2,7,7.9,6,0,0,0,0.008726143790849673,0.7473271760425412,2.0,1.1666666666666667,0,0,0,6.893656354602635,4.90163854572049,0,0,0,Travel,US,Online,Mobile,0
19,5,1,12,25,242,4000.0,0,22.42,101.81,2,12,0.3,4,0,1,0,0.005605000000000001,0.2202141243492781,1.1666666666666667,3.0,0,0,0,5.493061443340548,3.1535903581695712,0,0,0,ATM,US,ATM,POS,0
23,6,1,4,41,70,3800.0,1,507.33,280.83,2,17,1.2,2,0,0,0,0.1335078947368421,1.8065377630595023,0.823529411764706,8.5,0,0,1,4.2626798770413155,6.231130842974854,0,0,0,Online_Retail,RO,Chip,POS,0
5,3,0,2,53,154,4000.0,1,13.75,214.78,5,13,3.5,5,3,0,0,0.0034375,0.06401899618213987,2.692307692307692,2.6,0,0,0,5.043425116919247,2.691243082785829,1,0,0,Entertainment,UK,Online,POS,0
3,2,0,11,27,30,7800.0,0,24.27,965.31,2,19,2.5,4,0,0,0,0.0031115384615384616,0.02514218230413028,0.7368421052631579,4.75,1,0,1,3.4339872044851463,3.2296179214001026,0,0,0,Travel,US,Online,POS,0
16,5,1,8,69,2108,3500.0,1,55.56,93.25,5,10,0.3,6,0,0,0,0.015874285714285716,0.5958176943699732,3.5,1.6666666666666667,0,1,0,7.653969180478774,4.0353020215883175,0,0,0,Gas,RO,Chip,ATM,0
15,4,0,11,47,983,8500.0,0,257.09,309.12,1,10,2.3,3,3,0,0,0.030245882352941175,0.8316834886128364,0.7,3.3333333333333335,0,1,0,6.891625897052253,5.553308361301366,0,0,0,Restaurant,US,Online,Mobile,0
12,6,1,3,39,2087,16900.0,0,31.89,297.52,3,11,9.2,3,2,0,0,0.00188698224852071,0.1071860715246034,1.9090909090909092,3.6666666666666665,0,1,0,7.643961949002529,3.4931686602009657,0,0,0,Restaurant,US,Chip,POS,0
18,3,0,4,45,58,15400.0,1,118.15,350.99,3,12,999.0,10,1,0,1,0.007672077922077922,0.33661927690247584,1.75,1.2,0,0,1,4.07753744390572,4.780383203544751,0,0,0,Restaurant,CA,Chip,POS,0
2,0,0,12,38,51,17100.0,1,154.98,151.64,4,16,0.6,7,0,0,0,0.00906315789473684,1.022025850699024,1.75,2.2857142857142856,1,0,1,3.9512437185814275,5.049727793902352,0,0,1,Grocery,MX,ATM,Mobile,0
15,1,0,9,28,2576,12800.0,0,78.79,257.28,3,18,0.8,9,1,0,0,0.00615546875,0.3062422263681593,1.1666666666666665,2.0,0,1,0,7.854381210652365,4.379398183320189,0,0,0,Grocery,US,Swipe,POS,0
0,4,0,9,24,1507,9300.0,1,41.56,655.48,6,10,5.3,5,0,0,0,0.004468817204301075,0.06340391773967169,4.2,2.0,1,0,0,7.318539548567902,3.750914845033389,0,0,1,Travel,CA,Chip,Mobile,0
19,0,0,12,30,1698,6900.0,1,234.42,508.18,1,10,3.2,7,0,0,0,0.03397391304347826,0.46129324255185167,0.7,1.4285714285714286,0,0,0,7.4377951216719325,5.461371152984334,0,0,0,Gas,MX,Chip,POS,0
2,6,1,2,31,807,8800.0,0,23.83,427.46,6,7,2.8,5,0,0,0,0.002707954545454545,0.05574790623684087,6.0,1.4,1,0,0,6.694562058521095,3.2120525995200753,0,0,0,Grocery,US,Chip,Desktop,0
8,1,0,3,31,287,20300.0,1,611.59,376.19,2,8,1.8,3,0,0,0,0.030127586206896553,1.6257476275286424,1.75,2.6666666666666665,0,0,0,5.662960480135946,6.417695870399948,1,0,0,Restaurant,CA,Online,Desktop,0
6,4,0,11,56,706,7900.0,0,77.48,124.13,7,14,3.0,3,2,0,0,0.00980759493670886,0.6241843228872956,3.5,4.666666666666667,0,0,0,6.561030665896573,4.362843815257108,0,0,0,Entertainment,US,Swipe,Mobile,0
10,2,0,4,45,666,4100.0,0,17.8,305.51,3,13,2.7,5,0,0,0,0.004341463414634147,0.05826323197276685,1.6153846153846154,2.6,0,1,0,6.502790045915623,2.9338568698359038,0,0,0,Gas,US,Online,Mobile,0
17,1,0,5,72,1799,12400.0,1,116.85,53.09,4,10,4.4,6,0,0,0,0.009423387096774193,2.200979468826521,2.8,1.6666666666666667,0,1,0,7.495541943884256,4.76941262938214,0,0,0,Healthcare,MX,Contactless,Unknown,0
19,4,0,3,36,30,11700.0,0,4.3,532.64,2,18,999.0,7,1,0,1,0.0003675213675213675,0.00807299489336137,0.7777777777777777,2.5714285714285716,0,0,1,3.4339872044851463,1.667706820558076,0,0,0,Online_Retail,US,Chip,Desktop,0
2,4,0,7,29,66,30500.0,1,61.66,208.5,4,14,3.6,3,0,0,0,0.002021639344262295,0.2957314148681055,2.0,4.666666666666667,1,0,1,4.204692619390966,4.137723285524046,0,0,1,Healthcare,RO,Contactless,Unknown,0
22,5,1,12,38,30,4500.0,0,56.51,268.88,5,8,2.1,9,1,0,0,0.012557777777777777,0.21016810473073488,4.375,0.8888888888888888,0,0,1,3.4339872044851463,4.051958845725663,0,0,0,Entertainment,US,Contactless,POS,0
23,5,1,12,30,1323,7800.0,0,46.26,159.64,2,9,0.1,7,0,0,0,0.005930769230769231,0.28977699824605363,1.5555555555555554,1.2857142857142858,0,0,0,7.188412736496954,3.8556642717587617,0,0,0,Healthcare,US,Contactless,POS,0
19,4,0,8,32,237,14300.0,0,29.26,284.68,1,9,3.2,5,0,0,0,0.0020461538461538464,0.10278207109737249,0.7777777777777777,1.8,0,0,0,5.472270673671475,3.40982670836021,0,0,0,Travel,US,Online,POS,0
15,3,0,3,19,574,2300.0,1,14.71,193.08,2,9,2.7,6,0,0,0,0.006395652173913044,0.07618603687590636,1.5555555555555554,1.5,0,1,0,6.354370040797351,2.75429745226753,1,0,0,Electronics,BR,Online,POS,0
0,1,0,3,51,98,6100.0,1,204.93,114.89,1,9,1.3,3,0,0,0,0.033595081967213114,1.7837061537122465,0.7777777777777777,3.0,1,0,0,4.59511985013459,5.327536305217257,0,0,1,Electronics,BR,Swipe,POS,0
6,5,1,12,48,977,26500.0,0,19.68,254.2,1,10,0.2,1,0,0,0,0.0007426415094339623,0.07741935483870968,0.7,10.0,0,0,0,6.885509670034818,3.0291670496402285,0,0,0,ATM,US,Swipe,POS,0
13,4,0,6,41,927,5800.0,0,197.47,180.11,2,13,3.6,3,0,0,0,0.03404655172413793,1.0963855421686746,1.0769230769230769,4.333333333333333,0,1,0,6.833031732786201,5.290637955204168,0,0,0,Healthcare,US,Chip,Desktop,0
18,5,1,6,27,1489,15500.0,0,49.27,828.72,4,11,0.1,4,3,0,0,0.003178709677419355,0.059453132541751136,2.5454545454545454,2.75,0,0,0,7.306531398939505,3.917408477704484,0,0,0,Electronics,US,Online,Desktop,0
8,0,0,11,41,256,17400.0,0,61.85,720.07,4,15,1.7,9,0,0,0,0.0035545977011494255,0.08589442693071507,1.8666666666666667,1.6666666666666667,0,0,0,5.54907608489522,4.140750935036256,0,0,0,Online_Retail,US,Contactless,Desktop,0
23,5,1,2,48,478,15600.0,0,125.13,270.96,1,13,1.6,4,0,0,0,0.008021153846153846,0.46180248007085917,0.5384615384615384,3.25,0,0,0,6.171700597410915,4.837313121099101,0,0,0,Gas,US,Chip,Desktop,0
1,6,1,12,37,446,7000.0,0,42.73,132.44,4,14,0.3,5,0,0,0,0.006104285714285714,0.32263666565992144,2.0,2.8,1,0,0,6.102558594613569,3.778034365424829,0,0,0,Grocery,US,Online,POS,0
12,4,0,10,62,132,7400.0,1,55.44,426.26,3,9,5.7,5,0,0,0,0.007491891891891892,0.1300614648336696,2.333333333333333,1.8,0,1,0,4.890349128221754,4.033178126984613,0,0,0,Gas,UK,Chip,POS,0
17,3,0,3,38,1654,12500.0,0,126.79,569.96,3,16,7.9,7,0,0,0,0.0101432,0.2224542073127939,1.3125,2.2857142857142856,0,1,0,7.411556287811163,4.850388291620612,0,0,0,Gas,US,ATM,Desktop,0
15,5,1,9,35,2787,3800.0,0,104.33,406.28,3,10,1.2,5,0,1,0,0.027455263157894736,0.2567933444914837,2.1,2.0,0,1,0,7.933079771880415,4.6570982788484505,0,0,0,Restaurant,US,Swipe,Desktop,0
19,3,0,11,30,731,16100.0,1,73.62,638.24,5,17,8.3,9,1,1,0,0.004572670807453417,0.1153484582602156,2.058823529411765,1.8888888888888888,0,0,0,6.595780513961311,4.312408567793012,0,0,0,Online_Retail,US,Chip,Mobile,0
23,3,0,11,72,209,23800.0,0,10.06,251.1,3,13,0.7,2,3,0,0,0.00042268907563025213,0.04006371963361211,1.6153846153846154,6.5,0,0,0,5.3471075307174685,2.403334996094189,0,0,0,Online_Retail,US,Swipe,ATM,0
14,3,0,8,27,1523,9200.0,1,71.82,611.37,4,20,1.2,9,1,0,0,0.007806521739130434,0.11747387016045928,1.4,2.2222222222222223,0,1,0,7.329093736246592,4.287990642747287,0,0,0,Travel,MX,Contactless,Mobile,0
1,5,1,3,31,200,16900.0,0,313.69,185.83,5,15,0.9,4,0,0,0,0.018561538461538463,1.6880482161114996,2.3333333333333335,3.75,1,0,0,5.303304908059076,5.7515880272706,0,0,0,Entertainment,US,Chip,Unknown,0
17,2,0,8,26,2759,10900.0,0,69.84,146.8,2,8,1.0,3,0,0,0,0.006407339449541285,0.4757493188010899,1.75,2.6666666666666665,0,1,0,7.9229859587111955,4.260423812914633,0,0,0,Grocery,US,ATM,POS,0
14,6,1,4,24,49,11700.0,0,114.42,313.75,3,15,999.0,5,0,0,1,0.00977948717948718,0.36468525896414344,1.4000000000000001,3.0,0,1,1,3.912023005428146,4.7485776492828204,0,0,0,Healthcare,US,Online,Mobile,0
19,5,1,7,56,307,11100.0,0,188.62,279.62,0,14,2.6,5,1,0,0,0.016992792792792793,0.6745583291610042,0.0,2.8,0,0,0,5.730099782973574,5.2450220694898135,0,0,0,Restaurant,US,Swipe,POS,0
20,6,1,12,42,961,6500.0,0,234.18,766.74,4,14,3.0,7,0,0,0,0.03602769230769231,0.30542295954300025,2.0,2.0,0,0,0,6.8690144506657065,5.460351178395269,0,0,0,Healthcare,US,Online,Mobile,0
10,0,0,2,51,372,10800.0,1,20.91,666.04,4,17,3.9,1,0,0,0,0.001936111111111111,0.03139451084018978,1.647058823529412,17.0,0,1,0,5.921578419643816,3.086943153607375,0,0,0,Entertainment,NG,Swipe,Unknown,0
18,6,1,5,25,1541,16100.0,0,182.47,83.66,2,16,0.0,5,0,0,0,0.011333540372670807,2.181090126703323,0.875,3.2,0,0,0,7.340835554123275,5.212051166390628,0,0,0,Electronics,US,Swipe,Unknown,0
3,4,0,8,52,1252,24400.0,0,58.71,198.42,2,13,3.9,2,2,0,0,0.0024061475409836064,0.29588751133958274,1.0769230769230769,6.5,1,0,0,7.133295954896068,4.089499510558901,0,0,0,Gas,US,Contactless,POS,0
19,6,1,9,23,1063,14400.0,1,6.84,349.74,4,5,0.5,2,0,1,0,0.000475,0.019557385486361295,5.6,2.5,0,0,0,6.96979066990159,2.0592388343623163,0,0,0,Electronics,US,ATM,POS,0
13,2,0,12,27,30,9600.0,0,320.78,154.41,4,14,1.3,4,1,0,0,0.03341458333333333,2.077456123308076,2.0,3.5,0,1,1,3.4339872044851463,5.773868082222889,0,0,0,Travel,US,Swipe,ATM,0
4,4,0,2,36,429,22600.0,1,65.39,322.56,4,18,3.8,3,2,0,0,0.0028933628318584073,0.20272197420634921,1.5555555555555554,6.0,1,0,0,6.063785208687608,4.195546442731068,0,0,1,Restaurant,CN,Chip,POS,0
1,4,0,8,28,512,5300.0,0,79.55,196.86,0,7,1.4,1,5,0,0,0.015009433962264151,0.40409428019912624,0.0,7.0,1,0,0,6.240275845170769,4.388878109622984,0,0,0,Electronics,US,Chip,POS,0
8,1,0,2,42,30,9200.0,0,177.31,379.94,7,11,999.0,6,0,0,1,0.01927282608695652,0.4666789493077855,4.454545454545455,1.8333333333333333,0,0,1,3.4339872044851463,5.183523608545955,0,0,0,Entertainment,US,Chip,Mobile,0
0,2,0,3,31,65,8100.0,0,12.41,195.06,3,11,2.0,4,0,0,0,0.0015320987654320987,0.06362144981031477,1.9090909090909092,2.75,1,0,1,4.189654742026425,2.596000697293587,0,0,0,Restaurant,US,Chip,POS,0
9,4,0,9,31,375,2300.0,0,240.23,79.32,3,14,4.2,2,0,0,0,0.10444782608695652,3.028618255168936,1.5,7.0,0,1,0,5.929589143389895,5.485750835228167,0,0,0,Travel,US,Swipe,POS,0
6,5,1,10,57,1245,6300.0,1,7.45,243.68,1,7,1.5,2,1,0,0,0.0011825396825396826,0.030572882468811555,1.0,3.5,0,0,0,7.1276936993473985,2.134166441369082,0,0,0,Restaurant,BR,Chip,POS,0
5,0,0,10,20,294,3000.0,0,54.63,230.93,4,7,5.2,5,5,0,0,0.01821,0.23656519291560213,4.0,1.4,0,0,0,5.68697535633982,4.018722624087202,0,0,0,Entertainment,US,Chip,Mobile,0
5,3,0,1,43,43,17000.0,0,108.2,191.11,4,15,999.0,1,0,0,1,0.006364705882352942,0.5661660823609439,1.8666666666666667,15.0,0,0,1,3.784189633918261,4.693181063310805,0,0,0,Grocery,US,Online,Mobile,0
1,4,0,1,53,3211,5900.0,0,2.77,691.83,3,15,5.4,3,0,0,0,0.0004694915254237288,0.004003873784022086,1.4000000000000001,5.0,1,0,0,8.074649075066652,1.3270750014599193,0,0,0,Restaurant,US,Online,POS,0
4,2,0,4,30,1196,16000.0,0,138.44,117.17,3,13,2.9,4,0,0,0,0.0086525,1.1815311086455578,1.6153846153846154,3.25,1,0,0,7.087573705557973,4.937634401211765,0,0,0,Healthcare,US,Online,Mobile,0
3,0,0,3,54,546,8900.0,0,85.41,262.62,2,9,0.8,5,1,0,0,0.009596629213483145,0.3252227553118574,1.5555555555555554,1.8,1,0,0,6.304448802421981,4.4591034098533076,0,0,0,Online_Retail,US,Contactless,Mobile,0
14,0,0,12,23,449,16200.0,0,123.55,206.96,2,9,5.8,1,0,0,0,0.007626543209876543,0.5969752609199845,1.5555555555555554,9.0,0,1,0,6.1092475827643655,4.8247072417081895,0,0,0,Online_Retail,US,Chip,Unknown,0
10,2,0,4,42,2218,4600.0,0,27.99,789.21,3,14,4.3,5,2,0,0,0.0060847826086956516,0.035465845592427866,1.5,2.8,0,1,0,7.704811922932594,3.3669509429335642,0,0,0,Travel,US,Online,ATM,0
13,3,0,11,58,1164,13800.0,0,38.91,591.34,1,11,3.4,5,0,0,0,0.002819565217391304,0.06579970913518449,0.6363636363636364,2.2,0,1,0,7.060476365999801,3.686626919060642,0,0,0,Online_Retail,US,Online,Mobile,0
6,3,0,8,30,44,5900.0,1,83.42,445.09,1,13,1.1,5,0,0,0,0.014138983050847457,0.1874227684288571,0.5384615384615384,2.6,0,0,1,3.8066624897703196,4.435804340354353,0,0,0,Grocery,CA,ATM,Desktop,0
1,1,0,4,36,140,3200.0,1,40.93,135.65,2,17,1.8,10,1,0,0,0.012790625,0.3017323995576852,0.823529411764706,1.7,1,0,0,4.948759890378168,3.7360015611826713,0,0,1,Grocery,UK,Contactless,POS,0
1,6,1,2,52,193,10500.0,0,147.7,93.5,4,14,0.0,1,0,0,0,0.014066666666666665,1.5796791443850267,2.0,14.0,1,0,0,5.267858159063328,5.001930853466109,0,0,0,Online_Retail,US,Online,Mobile,0
3,2,0,10,34,333,13600.0,0,40.25,213.23,3,17,0.5,9,0,0,0,0.002959558823529412,0.18876330722693807,1.2352941176470589,1.8888888888888888,1,0,0,5.811140992976701,3.71965111278069,0,0,0,Restaurant,US,Chip,Desktop,0
1,3,0,9,44,222,7400.0,0,22.09,330.34,2,13,2.7,6,0,0,0,0.002985135135135135,0.06687049706363142,1.0769230769230769,2.1666666666666665,1,0,0,5.407171771460119,3.139399623366404,0,0,0,Gas,US,Swipe,POS,0
16,6,1,7,46,683,13600.0,0,14.06,367.42,2,18,2.6,6,2,0,0,0.0010338235294117648,0.038266833596429156,0.7777777777777777,3.0,0,1,0,6.52795791762255,2.7120422223717475,0,0,0,ATM,US,Online,ATM,0
10,5,1,4,51,3592,25400.0,0,80.23,89.23,6,8,1.7,6,0,0,0,0.003158661417322835,0.8991370615263925,5.25,1.3333333333333333,0,1,0,8.186742787113518,4.397284637062863,0,0,0,Healthcare,US,Online,Desktop,0
