transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,month,account_type,account_age_months,account_balance,customer_age,customer_segment,txn_type,txn_direction,txn_amount,counterparty_country,is_high_risk_country,is_cross_border,txn_count_7d,txn_count_30d,avg_txn_amount_30d,max_txn_amount_30d,unique_counterparties_30d,cross_border_ratio_30d,structuring_flag,prior_sar_count,kyc_risk_score
TXN0006405,2023-02-09 23:08:07,23,3,0,2,Premium,15,7421.97,47,SME,ACH,Debit,588.32,NG,1,1,4,17,401.88,1389.26,6,0.335,0,0,2.0
TXN0004994,2023-01-07 02:38:53,2,5,1,1,Business,14,18036.37,38,Retail,ACH,Debit,603.16,RU,1,1,6,31,185.33,377.32,8,0.1,0,0,1.0
TXN0003471,2023-05-05 21:59:54,21,4,0,5,Savings,42,14106.52,51,SME,Wire Transfer,Debit,300.0,UK,0,1,14,57,262.37,525.69,13,0.034,0,0,4.0
TXN0007682,2023-10-12 08:15:48,8,3,0,10,Savings,18,4278.73,30,Retail,Check,Debit,500.0,US,0,0,6,29,366.47,1501.95,10,0.083,0,0,3.0
TXN0005294,2023-10-23 23:33:21,23,0,0,10,Savings,16,3878.92,27,Wealth,Internal Transfer,Credit,133.82,US,0,0,4,16,142.47,788.9,5,0.167,0,1,2.0
TXN0006119,2023-07-17 23:57:28,23,0,0,7,Premium,23,86010.8,44,Corporate,Check,Credit,1395.4,SG,0,1,4,17,452.41,2448.63,7,0.123,0,0,3.0
TXN0003740,2023-03-18 19:30:14,19,5,1,3,Savings,75,3386.22,45,Wealth,ACH,Debit,1800.0,US,0,0,2,10,122.83,524.6,4,0.142,0,1,2.0
TXN0007194,2023-12-17 21:00:47,21,6,1,12,Checking,23,7590.71,37,SME,POS Purchase,Debit,164.22,US,0,0,4,20,39.94,188.57,4,0.054,0,0,2.0
TXN0003519,2023-12-25 21:38:50,21,0,0,12,Savings,4,4426.81,45,Retail,POS Purchase,Credit,0.0,DE,0,1,6,23,293.44,1585.09,8,0.139,0,1,3.0
TXN0007845,2023-03-09 11:50:54,11,3,0,3,Checking,89,4784.09,35,Retail,POS Purchase,Debit,200.0,UK,0,1,8,34,104.67,471.72,11,0.034,0,0,
TXN0002967,2023-09-14 00:01:34,0,3,0,9,Savings,32,9607.87,40,Retail,ach,Credit,93.3,US,0,0,5,24,193.64,755.5,8,0.194,0,0,3.0
TXN0006767,2023-01-08 12:26:04,12,6,1,1,Checking,7,34831.1,47,Student,Wire Transfer,Debit,835.69,US,0,0,9,36,201.52,672.9,9,0.035,0,0,1.0
TXN0002872,2023-12-29 05:12:09,5,4,0,12,Checking,125,33185.02,40,Retail,Direct Deposit,Debit,190.26,UK,0,1,7,36,308.59,786.24,13,0.08,0,0,2.0
TXN0003944,2023-07-15 13:03:39,13,5,1,7,Checking,4,10183.37,28,Retail,Wire Transfer,Debit,1109.23,US,0,0,6,23,433.19,2522.63,4,0.06,0,0,4.0
TXN0003376,2023-12-25 21:21:25,21,0,0,12,Premium,164,27507.42,45,SME,ACH,Debit,29.09,US,0,0,5,24,160.25,336.09,9,0.028,0,0,4.0
TXN0006126,2023-07-15 02:02:15,2,5,1,7,Checking,41,6818.09,41,Corporate,Wire Transfer,Credit,183.92,US,0,0,6,22,466.95,1256.69,7,0.349,0,0,4.0
TXN0004549,2023-11-04 19:31:39,19,5,1,11,Checking,226,500000.0,36,SME,ACH,Debit,363.19,,0,0,4,20,277.14,1417.31,13,0.096,0,0,2.0
TXN0000501,2023-01-19 09:17:25,9,3,0,1,Savings,38,6449.27,32,Student,POS Purchase,Credit,225.69,SG,0,1,4,17,222.45,837.22,10,0.056,0,0,1.0
TXN0000287,2023-08-28 05:29:46,5,0,0,8,Checking,40,29364.69,22,Wealth,Bill Payment,Debit,58.42,SG,0,1,5,26,198.16,564.39,10,0.247,0,0,2.0
TXN0003997,2023-12-08 21:24:51,21,4,0,12,Checking,42,8209.85,46,Corporate,ACH,Debit,6555.14,AE,1,1,5,25,49.82,124.02,2,0.031,0,0,4.0
TXN0001142,2023-06-18 18:05:23,18,6,1,6,Business,9,26212.44,18,Retail,POS Purchase,Credit,192.85,UK,0,1,3,12,142.1,318.78,5,0.241,0,0,2.0
TXN0006432,2023-08-08 10:22:26,10,1,0,8,Checking,5,7527.12,35,Wealth,ACH,Debit,63.43,US,0,0,4,14,89.11,331.45,11,0.089,0,0,3.0
TXN0002279,2023-08-10 16:17:20,16,3,0,8,Savings,15,9669.27,44,Retail,Wire Transfer,Debit,13.5,RU,1,1,14,74,1965.59,11373.13,6,0.052,0,0,1.0
TXN0001584,2023-04-16 21:46:55,21,6,1,4,Savings,17,10380.51,32,Retail,POS Purchase,Credit,477.92,US,0,0,4,22,79.39,347.2,5,0.007,0,0,2.0
TXN0006939,2023-06-18 02:03:45,2,6,1,6,Checking,61,7042.29,23,Retail,Bill Payment,Credit,391.08,US,0,0,3,15,160.16,678.86,7,0.034,0,0,3.0
TXN0004876,2023-03-30 06:30:38,6,3,0,3,Premium,67,15527.11,40,Student,POS Purchase,Debit,14.21,US,0,0,4,14,76.4,271.37,7,0.102,0,0,2.0
TXN0006504,2023-11-24 01:35:56,1,4,0,11,Checking,3,2898.11,34,Retail,Bill Payment,Debit,110.15,US,0,0,5,20,242.75,993.44,10,0.096,0,0,1.0
TXN0006801,2023-10-01 03:20:25,3,6,1,10,Savings,32,201801.47,23,Student,ACH,Debit,900.0,DE,0,1,8,29,285.56,644.9,9,0.251,0,0,1.0
TXN0001800,2023-06-01 12:07:21,12,3,0,6,Checking,20,21494.83,22,Wealth,Bill Payment,Debit,342.95,US,0,0,6,31,805.06,3870.29,8,0.135,0,0,3.0
TXN0007967,2023-03-15 05:53:03,5,2,0,3,Checking,10,40716.47,34,Retail,Bill Payment,Debit,1103.59,US,0,0,3,15,249.48,707.41,4,0.003,0,0,1.0
TXN0002276,2023-12-20 20:42:15,20,2,0,12,Premium,9,8900.01,33,Student,Wire Transfer,Debit,79.37,US,0,0,5,22,200.91,566.66,4,0.011,0,0,4.0
TXN0006542,2023-10-09 19:49:32,19,0,0,10,Checking,25,2353.91,27,Retail,ATM Withdrawal,Credit,332.1,US,0,0,4,21,1662.9,8301.9,6,0.045,0,0,4.0
TXN0000817,2023-04-30 02:25:40,2,6,1,4,Checking,136,10440.37,22,Corporate,ATM Withdrawal,Credit,200.0,US,0,0,7,30,307.07,647.98,10,0.259,0,1,4.0
TXN0006945,2023-08-06 03:11:13,3,6,1,8,Checking,17,3610.58,33,SME,ACH,Debit,153.54,US,0,0,5,22,335.31,1782.06,6,0.074,0,0,1.0
TXN0003701,2023-05-30 16:27:57,16,1,0,5,Business,28,4070.91,29,Retail,Wire Transfer,Debit,0.0,US,0,0,6,33,497.48,2196.33,8,0.038,0,0,1.0
TXN0005703,2023-02-22 00:47:58,0,2,0,2,Premium,35,45193.44,57,SME,ACH,Debit,3932.41,AE,1,1,11,41,268.75,1387.28,12,0.056,0,0,2.0
TXN0004159,2023-09-17 19:44:47,19,6,1,9,Savings,21,57919.79,50,Corporate,Direct Deposit,Credit,2419.89,US,0,0,6,28,2145.81,5578.63,10,0.206,0,0,3.0
TXN0000383,2023-01-25 13:54:52,13,2,0,1,Premium,22,13963.65,32,Corporate,Bill Payment,Credit,163.63,SG,0,1,4,20,120.44,534.55,10,0.127,0,0,1.0
TXN0001300,2023-11-10 15:41:25,15,4,0,11,Savings,24,12316.43,58,SME,Direct Deposit,Debit,528.41,US,0,0,7,31,152.09,343.03,8,0.259,0,0,3.0
TXN0001240,2023-08-11 03:30:13,3,4,0,8,Business,89,14586.83,44,Corporate,ATM Withdrawal,Debit,1885.09,US,0,0,7,36,882.87,2237.41,16,0.227,0,2,2.0
TXN0002601,2023-01-10 23:36:13,23,1,0,1,Checking,14,45353.45,45,SME,Wire Transfer,Credit,25.68,,0,1,4,20,243.44,747.77,5,0.045,0,0,1.0
TXN0003607,2023-07-28 03:09:33,3,4,0,7,Checking,2,22905.02,64,Wealth,Bill Payment,Credit,400.0,NG,1,1,5,26,350.0,1165.03,7,0.007,0,0,1.0
TXN0003131,2023-02-13 19:00:25,19,0,0,2,Savings,6,10492.36,38,Student,ATM Withdrawal,Debit,600.0,,0,0,3,13,143.1,697.28,10,0.294,0,0,1.0
TXN0003983,2023-02-12 02:11:32,2,6,1,2,Checking,34,34487.84,54,Retail,Bill Payment,Debit,1800.0,US,0,0,5,20,361.77,900.84,8,0.083,0,0,4.0
TXN0007320,2023-04-09 20:08:47,20,6,1,4,Checking,7,8678.3,48,Wealth,POS Purchase,Credit,500.0,US,0,0,2,9,124.44,455.43,12,0.049,0,0,2.0
TXN0001423,2023-10-11 04:14:52,4,2,0,10,Business,1,7680.93,53,Corporate,POS Purchase,Debit,31.61,US,0,0,6,27,,4425.04,14,0.211,0,0,4.0
TXN0003630,2023-01-25 13:12:13,13,2,0,1,Savings,16,7536.02,44,Retail,Direct Deposit,Debit,64.07,US,0,0,4,18,558.55,1552.55,9,0.042,0,0,2.0
TXN0005197,2023-11-04 02:39:34,2,5,1,11,Business,4,45928.58,18,Retail,Bill Payment,Debit,144.39,US,0,0,5,24,54.26,207.98,10,0.055,0,0,1.0
TXN0006220,2023-01-13 16:07:59,16,4,0,1,Checking,13,24433.48,45,Retail,Internal Transfer,Debit,273.14,AE,1,1,11,49,249.98,572.06,8,0.272,0,0,5.0
TXN0000691,2023-01-11 16:32:01,16,2,0,1,Checking,84,14045.06,44,SME,Bill Payment,Debit,407.45,UK,0,1,7,30,389.8,1530.45,5,0.05,0,0,3.0
TXN0004661,2023-02-03 06:39:01,6,4,0,2,Checking,5,20111.93,70,Student,ACH,Credit,400.0,US,0,0,12,55,129.98,324.56,10,0.198,0,0,1.0
TXN0005639,2023-07-04 23:20:29,23,1,0,7,Savings,2,1997.05,29,Retail,ACH,Debit,45.97,US,0,0,6,23,1095.14,6350.85,7,0.068,0,0,1.0
TXN0004288,2023-06-16 13:05:45,13,4,0,6,Student,2,4588.65,33,Retail,ACH,Credit,967.62,US,0,0,10,50,533.42,3190.45,9,0.051,0,0,2.0
TXN0005378,2023-01-10 10:25:24,10,1,0,1,Checking,32,3120.97,38,Corporate,POS Purchase,Debit,378.39,US,0,0,6,22,40.93,129.04,9,0.041,0,0,1.0
TXN0000982,2023-09-04 00:52:31,0,0,0,9,Savings,12,7611.81,18,Retail,Direct Deposit,Credit,2544.24,UK,0,1,5,25,407.78,2115.58,9,0.247,0,0,1.0
TXN0005075,2023-02-01 21:51:48,21,2,0,2,Student,36,30030.36,51,Student,ACH,Credit,55.93,US,0,0,8,40,1029.0,4662.85,6,0.06,0,0,1.0
TXN0002657,2023-11-07 19:51:37,19,1,0,11,Checking,62,15133.62,28,Retail,Wire Transfer,Debit,2745.8,DE,0,1,9,33,607.46,973.36,5,0.097,0,0,3.0
TXN0003579,2023-11-18 16:57:38,16,5,1,11,Checking,39,16286.06,35,SME,POS Purchase,Credit,397.22,US,0,0,4,15,435.04,2426.11,8,0.232,0,0,4.0
TXN0007799,2023-01-14 15:10:43,15,5,1,1,Checking,41,2943.75,46,Retail,POS Purchase,Debit,200.0,SG,0,1,8,40,329.0,1629.72,9,0.408,0,0,2.0
TXN0006831,2023-05-22 17:23:24,17,0,0,5,Savings,44,3643.6,35,Student,Wire Transfer,Debit,558.87,CA,0,1,2,11,105.99,604.95,6,0.074,0,0,3.0
TXN0002721,2023-01-28 13:46:48,13,5,1,1,Checking,47,28031.77,30,Retail,ACH,Credit,75.56,US,0,0,6,32,874.25,4609.61,7,0.142,0,0,5.0
TXN0007184,2023-01-11 06:18:01,6,2,0,1,Savings,83,5230.41,50,Retail,Bill Payment,Debit,100.0,US,0,0,7,38,447.25,2310.28,8,0.081,0,1,3.0
TXN0002085,2023-11-16 06:52:34,6,3,0,11,Checking,37,7012.42,31,Retail,POS Purchase,Debit,618.51,US,0,0,2,10,839.8,3814.92,6,0.117,0,1,1.0
TXN0000315,2023-11-24 19:18:36,19,4,0,11,Student,12,40176.11,40,SME,Direct Deposit,Credit,205.47,US,0,0,7,35,326.95,1275.99,9,0.002,0,0,2.0
TXN0006033,2023-03-05 04:08:27,4,6,1,3,Checking,19,4322.06,45,SME,ATM Withdrawal,Credit,68.75,DE,0,1,3,11,462.5,2111.65,6,0.318,0,0,4.0
TXN0000721,2023-11-20 15:34:05,15,0,0,11,Savings,57,4372.8,70,Retail,POS Purchase,Credit,200.0,AE,1,1,5,20,703.07,3320.17,7,0.09,0,1,3.0
TXN0007161,2023-10-01 08:25:41,8,6,1,10,Checking,62,12912.94,33,Wealth,Bill Payment,Credit,29.86,SG,0,1,5,20,638.99,1399.85,10,0.035,0,0,1.0
TXN0002581,2023-08-31 18:07:55,18,3,0,8,Business,1,27261.53,56,Retail,ACH,Debit,900.0,UK,0,1,2,11,,758.93,14,0.048,0,0,3.0
TXN0003895,2023-07-30 18:44:38,18,6,1,7,Savings,33,5603.84,38,Retail,Wire Transfer,Credit,181.84,AE,1,1,3,11,194.13,834.24,8,0.273,0,0,3.0
TXN0004269,2023-10-11 05:17:44,5,2,0,10,Checking,20,12367.91,40,SME,Bill Payment,Credit,39.66,US,0,0,40,47,405.46,2239.27,66,0.026,0,0,5.0
TXN0000479,2023-05-08 19:02:22,19,0,0,5,Premium,32,5063.83,18,SME,Direct Deposit,Debit,400.0,UK,0,1,6,25,489.46,1158.37,10,0.035,0,0,3.0
TXN0004965,2023-06-17 04:15:48,4,5,1,6,Checking,52,614.89,35,SME,ACH,Credit,181.02,US,0,0,4,21,264.7,1239.48,5,0.113,0,0,3.0
TXN0006882,2023-01-13 23:05:52,23,4,0,1,Savings,59,2805.09,52,Student,ACH,Debit,360.14,US,0,0,5,23,430.85,2202.29,12,0.016,0,0,1.0
TXN0007333,2023-04-23 07:15:43,7,6,1,4,Checking,3,33553.24,50,Retail,POS Purchase,Credit,293.31,,0,0,1,4,256.86,981.21,8,0.26,0,0,2.0
TXN0006368,2023-09-07 02:21:10,2,3,0,9,Savings,42,21132.95,30,Retail,pos purchase,Debit,124.9,US,0,0,5,18,515.68,2194.05,9,0.159,0,0,5.0
TXN0007493,2023-02-13 03:22:49,3,0,0,2,Student,11,9790.34,32,Wealth,Internal Transfer,Credit,100.0,US,0,0,5,27,240.82,1130.17,14,0.013,0,0,1.0
TXN0006700,2023-06-24 17:49:42,17,5,1,6,Business,95,8506.88,35,SME,ACH,Debit,1252.14,US,0,0,2,8,58.3,209.8,9,0.056,0,0,3.0
TXN0005724,2023-03-11 23:11:34,23,5,1,3,Savings,50,76627.87,48,Retail,ACH,Debit,80.82,US,0,0,12,50,657.13,1502.12,10,0.176,0,1,2.0
TXN0002308,2023-10-02 00:33:44,0,0,0,10,Savings,23,142176.4,24,Retail,Wire Transfer,Credit,231.87,BR,0,1,2,10,333.44,1382.03,5,0.03,0,0,3.0
TXN0000784,2023-10-24 18:45:18,18,1,0,10,Business,12,9729.13,34,Corporate,Wire Transfer,Debit,1457.35,US,0,0,6,26,115.98,674.53,9,0.094,0,0,2.0
TXN0000872,2023-04-19 23:42:26,23,2,0,4,Checking,37,12079.9,20,SME,POS Purchase,Debit,514.15,US,0,0,10,38,93.88,360.46,10,0.04,0,0,1.0
TXN0004232,2023-04-18 05:58:41,5,1,0,4,Student,2,8752.27,34,Corporate,ATM Withdrawal,Debit,893.21,US,0,0,4,19,361.16,1233.61,8,0.015,0,0,2.0
TXN0000716,2023-06-26 18:37:11,18,0,0,6,Business,6,3113.87,36,Corporate,Bill Payment,Credit,257.64,US,0,0,1,5,77.33,264.53,9,0.278,0,0,1.0
TXN0000106,2023-08-02 13:01:48,13,2,0,8,Checking,57,7377.81,59,Student,POS Purchase,Credit,438.03,NG,1,1,5,20,213.95,1281.29,5,0.106,0,0,
TXN0004979,2023-07-01 17:17:03,17,5,1,7,Business,2,36692.43,46,Student,Bill Payment,Credit,74.73,DE,0,1,1,4,233.86,1284.75,6,0.152,0,0,
TXN0005278,2023-07-30 01:08:52,1,6,1,7,Student,43,6589.32,37,Wealth,Wire Transfer,Credit,542.79,US,0,0,3,15,721.88,4161.16,11,0.17,0,0,1.0
TXN0005690,2023-01-07 22:42:58,22,5,1,1,Checking,6,34657.59,50,Retail,Internal Transfer,Debit,200.0,US,0,0,4,18,417.11,1290.01,8,0.357,0,0,2.0
TXN0001985,2023-03-11 03:10:57,3,5,1,3,Student,36,6624.53,47,SME,POS Purchase,Credit,664.16,US,0,0,11,47,131.61,207.9,6,0.04,0,0,4.0
TXN0001949,2023-05-29 07:37:15,7,0,0,5,Student,45,8818.64,41,Corporate,Check,Credit,100.0,US,0,0,6,25,659.32,1217.26,7,0.074,0,0,1.0
TXN0002293,2023-03-09 21:41:42,21,3,0,3,Savings,43,4974.25,50,Student,ACH,Credit,297.65,US,0,0,4,16,180.85,291.51,8,0.028,0,0,3.0
TXN0003480,2023-07-13 13:58:47,13,3,0,7,Checking,113,78410.12,44,Retail,Wire Transfer,Credit,36.42,US,0,0,6,23,284.76,878.92,9,0.066,0,0,1.0
TXN0001776,2023-08-09 02:27:02,2,2,0,8,Checking,61,59309.7,34,Student,ACH,Credit,44.09,US,0,0,4,19,397.39,2222.57,8,0.067,0,0,1.0
TXN0001148,2023-06-23 19:46:24,19,4,0,6,Savings,37,876.96,18,Retail,Internal Transfer,Debit,1253.21,RU,1,1,3,15,183.24,677.4,7,0.141,0,0,1.0
TXN0005934,2023-08-31 08:53:19,8,3,0,8,Checking,75,1261.53,33,SME,POS Purchase,Credit,383.94,US,0,0,7,27,285.6,811.9,12,0.215,0,0,3.0
TXN0001685,2023-04-11 06:53:30,6,1,0,4,Checking,2,25081.76,38,Wealth,Direct Deposit,Credit,64.34,US,0,0,4,16,813.72,3949.98,7,0.09,0,0,
TXN0002561,2023-09-06 22:28:36,22,2,0,9,Business,2,9871.94,41,Corporate,Internal Transfer,Debit,100.0,US,0,0,4,15,166.99,623.56,13,0.423,0,0,1.0
TXN0003526,2023-03-10 06:08:40,6,4,0,3,Checking,4,35769.48,39,Retail,POS Purchase,Credit,1235.78,US,0,0,6,22,179.12,1027.71,10,0.054,0,0,1.0
TXN0000807,2023-03-22 05:37:12,5,2,0,3,Savings,24,95887.64,57,Corporate,ACH,Debit,240.9,US,0,0,10,53,303.69,645.1,6,0.12,0,0,4.0
TXN0005313,2023-09-28 01:15:24,1,3,0,9,Business,33,7163.61,18,Retail,POS Purchase,Debit,416.22,US,0,0,6,28,1245.2,5339.46,7,0.126,0,1,1.0
TXN0000376,2023-08-05 04:43:19,4,5,1,8,Premium,16,2132.25,22,Retail,ACH,Credit,34.62,US,0,0,5,25,437.47,684.88,8,0.235,0,0,1.0
TXN0006387,2023-11-25 00:22:16,0,5,1,11,Savings,22,12515.46,26,Retail,ATM Withdrawal,Debit,992.5,NG,1,1,3,16,161.79,595.24,13,0.069,0,0,2.0
TXN0004468,2023-09-08 15:23:22,15,4,0,9,Savings,61,3017.86,45,Student,Direct Deposit,Debit,28593.17,US,0,0,5,23,2942.0365855155765,31875.74,8,0.7613505341856434,0,0,1.0
TXN0004475,2023-01-15 12:17:06,12,6,1,1,Savings,8,7393.22,37,Wealth,ACH,Debit,900.0,US,0,0,1,5,147.76,812.13,10,0.025,0,2,1.0
TXN0003284,2023-11-09 06:36:37,6,3,0,11,Checking,9,14889.49,26,Corporate,POS Purchase,Credit,100.0,SG,0,1,6,30,43.78,174.66,8,0.417,0,0,1.0
TXN0006797,2023-06-14 08:00:27,8,2,0,6,Checking,60,4373.13,55,Retail,ACH,Credit,195.94,US,0,0,5,26,297.69,1174.31,6,0.169,0,0,5.0
TXN0004750,2023-03-12 11:59:58,11,6,1,3,Savings,15,20389.85,32,SME,ACH,Credit,748.13,US,0,0,7,37,267.86,1553.02,7,0.316,0,0,3.0
TXN0002549,2023-11-21 17:27:55,17,1,0,11,Student,2,19664.0,50,Retail,POS Purchase,Debit,100.0,US,0,0,5,21,98.89,290.16,7,0.024,0,0,3.0
TXN0002459,2023-11-28 00:17:43,0,1,0,11,Student,31,2317.5,37,Student,Wire Transfer,Credit,450.87,CA,0,1,1,5,318.33,680.34,6,0.115,0,0,3.0
TXN0003569,2023-08-21 14:45:34,14,0,0,8,Premium,76,5744.01,39,Retail,Internal Transfer,Debit,100.0,US,0,0,6,27,244.45,860.58,9,0.154,0,0,1.0
TXN0001745,2023-12-18 22:54:15,22,0,0,12,Checking,148,4642.57,22,Retail,Internal Transfer,Credit,400.25,US,0,0,10,50,146.89,285.32,10,0.132,0,0,2.0
TXN0006436,2023-07-21 09:02:08,9,4,0,7,Business,198,6545.91,53,Corporate,Wire Transfer,Credit,26.48,,0,0,8,39,191.19,800.54,5,0.079,0,0,1.0
TXN0001517,2023-06-20 22:32:19,22,1,0,6,Savings,166,7038.88,40,Corporate,Bill Payment,Debit,1867.76,US,0,0,7,33,136.69,816.57,13,0.056,0,0,3.0
TXN0006759,2023-12-28 08:17:24,8,3,0,12,Business,9,14171.13,29,Student,POS Purchase,Debit,4033.99,AE,1,1,6,21,444.38,805.8,5,0.041,0,0,3.0
TXN0002283,2023-11-05 19:55:21,19,6,1,11,Savings,111,3627.72,39,SME,Internal Transfer,Credit,986.31,US,0,0,5,27,384.22,1759.93,8,0.009,0,0,2.0
TXN0001417,2023-04-21 23:19:21,23,4,0,4,Premium,23,1756.61,36,Retail,ACH,Debit,257.61,UK,0,1,6,27,545.68,1329.68,8,0.088,0,0,2.0
TXN0005638,2023-06-26 07:28:06,7,0,0,6,Business,16,14359.36,28,Retail,ATM Withdrawal,Credit,190.12,CA,0,1,4,17,271.0,1180.15,11,0.029,0,0,1.0
TXN0004893,2023-05-20 14:57:56,14,5,1,5,Savings,15,1620.38,44,SME,ACH,Debit,335.77,MX,0,1,7,27,625.79,1192.61,15,0.054,0,0,3.0
TXN0004806,2023-12-07 18:50:05,18,3,0,12,Checking,33,40957.77,39,Retail,POS Purchase,Debit,551.76,KY,1,1,7,37,204.33,997.16,5,0.005,0,0,3.0
TXN0001393,2023-01-15 18:04:21,18,6,1,1,Premium,16,27353.24,25,SME,POS Purchase,Credit,3837.34,US,0,0,10,42,1439.49,3199.23,7,0.068,0,0,1.0
TXN0003494,2023-02-27 01:17:39,1,0,0,2,Student,3,15719.12,67,Corporate,ATM Withdrawal,Debit,298.73,NG,1,1,10,45,156.48,447.96,7,0.055,0,0,5.0
TXN0001372,2023-11-01 18:58:49,18,2,0,11,Business,2,6469.3,56,Corporate,ACH,Debit,2479.89,US,0,0,5,23,606.89,2032.95,8,0.016,0,0,3.0
TXN0001645,2023-10-13 13:59:06,13,4,0,10,Business,216,11045.28,49,SME,ATM Withdrawal,Debit,23.44,US,0,0,58,31,272.22,1274.46,60,0.14,0,0,5.0
TXN0006758,2023-05-24 00:50:04,0,2,0,5,Business,71,11266.29,40,Retail,Wire Transfer,Debit,24.81,DE,0,1,4,21,287.89,1058.62,8,0.158,0,0,1.0
TXN0002018,2023-02-25 05:47:07,5,5,1,2,Savings,43,12873.35,42,SME,Bill Payment,Credit,80.95,KY,1,1,6,29,454.86,1471.24,7,0.09,0,0,2.0
TXN0002670,2023-04-16 01:09:37,1,6,1,4,Business,1,75106.87,38,Retail,POS Purchase,Debit,100.0,US,0,0,6,25,,1637.86,9,0.148,0,0,1.0
TXN0006695,2023-07-11 03:49:33,3,1,0,7,Savings,58,16162.44,65,SME,ACH,Credit,240.61,US,0,0,7,33,185.93,766.71,7,0.021,0,0,2.0
TXN0000093,2023-12-20 01:27:05,1,2,0,12,Savings,61,8707.65,44,Retail,Direct Deposit,Debit,579.01,SG,0,1,3,11,452.72,1444.68,9,0.186,0,0,3.0
TXN0006832,2023-08-21 17:43:20,17,0,0,8,Checking,5,37271.64,43,Corporate,ATM Withdrawal,Debit,394.59,US,0,0,7,33,63.32,187.69,6,0.08,0,0,3.0
TXN0006020,2023-05-13 05:44:52,5,5,1,5,Business,30,12308.56,42,Student,POS Purchase,Debit,211.86,US,0,0,6,32,73.7,421.96,5,0.035,0,0,3.0
TXN0001445,2023-12-06 04:51:10,4,2,0,12,Savings,2,1885.05,28,Retail,POS Purchase,Credit,70.56,US,0,0,40,53,127.6,710.89,46,0.117,0,0,4.0
TXN0000358,2023-05-19 23:01:23,23,4,0,5,Savings,36,61470.28,46,SME,Wire Transfer,Debit,57.42,US,0,0,6,22,1638.15,8931.6,7,0.408,0,0,3.0
TXN0006460,2023-05-06 15:16:49,15,5,1,5,Checking,1,242430.33,36,SME,Check,Debit,538.27,BR,0,1,7,29,,3822.66,12,0.08,0,0,4.0
TXN0002867,2023-06-17 16:28:13,16,5,1,6,Savings,39,9127.59,64,Corporate,Bill Payment,Credit,3493.58,US,0,0,11,60,404.98,1936.44,12,0.02,0,0,3.0
TXN0001001,2023-02-03 16:10:51,16,4,0,2,Business,7,33362.66,47,Retail,ACH,Credit,618.7,US,0,0,5,23,110.2,185.79,11,0.186,0,2,4.0
TXN0007146,2023-07-17 00:04:53,0,0,0,7,Savings,132,192518.98,21,SME,Direct Deposit,Credit,1400.0,,0,0,5,24,86.09,509.71,10,0.1,0,0,2.0
TXN0004493,2023-07-14 23:31:18,23,4,0,7,Business,42,3715.72,54,Retail,Wire Transfer,Debit,400.0,US,0,0,9,40,298.43,1315.66,3,0.536,0,0,
TXN0005001,2023-01-27 06:12:34,6,4,0,1,Premium,17,31450.07,18,Retail,ATM Withdrawal,Debit,348.46,SG,0,1,5,21,172.65,682.69,15,0.061,0,0,3.0
TXN0000856,2023-05-31 23:11:07,23,2,0,5,Savings,6,22533.13,30,Retail,POS Purchase,Debit,0.0,US,0,0,10,54,116.09,651.53,2,0.009,0,0,1.0
TXN0003070,2023-10-08 21:04:26,21,6,1,10,Checking,28,17493.51,43,Retail,Bill Payment,Credit,34.21,US,0,0,6,26,330.13,912.18,6,0.01,0,0,2.0
TXN0004218,2023-09-28 03:07:38,3,3,0,9,Checking,16,10538.28,49,SME,ACH,Debit,29.24,UK,0,1,8,28,46.27,214.53,6,0.088,0,0,3.0
TXN0002305,2023-11-12 23:58:42,23,6,1,11,Savings,30,20998.37,39,Retail,ATM Withdrawal,Debit,452.62,SG,0,1,6,31,123.44,445.41,8,0.025,0,0,1.0
TXN0005578,2023-12-09 17:53:33,17,5,1,12,Savings,73,11659.17,35,Retail,ACH,Debit,548.51,US,0,0,8,36,637.84,2526.22,9,0.114,0,0,4.0
TXN0002268,2023-03-09 15:10:16,15,3,0,3,Premium,31,37073.12,38,Student,Internal Transfer,Credit,798.07,US,0,0,7,35,138.45,267.8,11,0.02,0,0,2.0
TXN0007508,2023-09-18 10:29:08,10,0,0,9,Premium,126,4381.59,42,Corporate,Direct Deposit,Debit,1200.0,CA,0,1,9,34,576.89,2171.46,9,0.035,0,0,2.0
TXN0002023,2023-11-06 10:45:13,10,0,0,11,Checking,157,5478.67,18,Retail,Wire Transfer,Debit,462.35,US,0,0,10,38,430.51,1735.41,14,0.12,0,0,3.0
TXN0006569,2023-07-03 09:40:48,9,0,0,7,Checking,27,27533.23,41,SME,POS Purchase,Credit,26.13,US,0,0,10,55,444.28,2491.33,9,0.037,0,0,
TXN0002939,2023-08-05 13:15:52,13,5,1,8,Premium,1,4337.18,37,Wealth,Bill Payment,Debit,3906.5,US,0,0,7,32,,1113.13,8,0.061,0,0,5.0
TXN0003893,2023-05-16 21:05:58,21,1,0,5,Checking,13,8538.55,42,SME,POS Purchase,Credit,98.56,US,0,0,6,27,123.61,534.22,6,0.003,0,1,2.0
TXN0003833,2023-09-13 10:09:50,10,2,0,9,Student,4,18894.25,38,Wealth,POS Purchase,Credit,100.0,US,0,0,13,58,111.05,504.6,7,0.163,0,0,1.0
