borrower_id,age,employment_type,employment_years,annual_income,credit_score,loan_amount,loan_term_months,loan_purpose,existing_debt,num_open_accounts,num_late_payments,dti_ratio,origination_date,origination_year,origination_quarter,fed_funds_rate,interest_rate_offered
BRW00076,38,Salaried,9.7,72572.08,380.0,77600.0,48,Debt Consolidation,96370.48,5,1,0.332,2022-04-25,2022,Q2,1.571,2.5
BRW01228,47,Salaried,3.5,89580.51,372.0,47000.0,48,Debt Consolidation,12469.18,6,0,0.0348,2021-09-18,2021,Q3,-0.046,2.5
BRW00259,45,Contract,1.6,48976.28,300.0,72100.0,48,Education,6248.07,5,0,0.0319,2022-01-18,2022,Q1,1.509,2.5
BRW01697,31,Salaried,0.6,21721.83,302.0,15100.0,48,Auto,3266.95,3,1,0.0376,2021-10-02,2021,Q4,-0.022,2.5
BRW01876,32,Salaried,0.1,98493.08,308.0,64500.0,36,Business,16529.39,7,1,0.0559,2023-07-17,2023,Q3,4.879,6.361
BRW04768,48,Contract,6.6,64847.46,403.0,39300.0,36,Home Improvement,39223.23,3,2,0.2016,2022-09-19,2022,Q3,1.494,2.939
BRW01813,46,Contract,1.5,34084.79,352.0,20600.0,48,Home Improvement,3431.6,3,1,0.0252,2021-07-02,2021,Q3,0.144,2.5
BRW04992,36,Self-Employed,9.1,19896.9,357.0,30100.0,36,Debt Consolidation,3521.33,4,1,0.059,2023-07-04,2023,Q3,4.967,5.732
BRW00052,31,Retired,1.6,60485.98,300.0,30500.0,120,Debt Consolidation,39314.94,5,0,0.065,2022-12-06,2022,Q4,1.88,2.5
BRW02227,31,Self-Employed,10.7,20906.57,333.0,10800.0,48,Debt Consolidation,18279.05,5,0,0.2186,2023-09-06,2023,Q3,4.84,6.709
BRW01888,33,Salaried,2.2,13405.93,327.0,8900.0,60,Education,9169.41,5,3,0.1368,2021-11-11,2021,Q4,0.232,4.155
BRW02224,31,Salaried,0.9,73888.81,383.0,12300.0,36,Debt Consolidation,17092.15,2,2,0.0771,2021-12-25,2021,Q4,0.176,2.5
BRW02441,51,Self-Employed,1.3,15529.22,393.0,43100.0,60,Medical,7973.59,3,0,0.1027,2021-01-17,2021,Q1,0.177,2.5
BRW03252,44,Self-Employed,2.2,109117.78,397.0,33500.0,84,Medical,22654.62,2,0,0.0297,2022-02-11,2022,Q1,1.687,2.5
BRW04271,32,Self-Employed,10.2,60605.42,328.0,62100.0,84,Medical,77593.68,2,5,0.1829,2022-06-11,2022,Q2,1.812,6.59
BRW01479,33,Salaried,3.6,70808.22,354.0,45500.0,36,Debt Consolidation,9836.42,5,0,0.0463,2021-03-30,2021,Q1,0.213,2.5
BRW01033,44,Contract,11.6,37850.49,355.0,19000.0,48,Medical,11696.23,3,2,0.0773,2021-04-07,2021,Q2,0.195,2.5
BRW01097,22,Self-Employed,1.2,76275.13,300.0,9400.0,24,Education,4970.32,10,0,0.0326,2023-01-07,2023,Q1,4.976,6.107
BRW01469,42,Contract,0.6,,300.0,9300.0,12,Debt Consolidation,1870.5,2,1,0.6235,2022-06-03,2022,Q2,1.445,5.644
BRW00543,52,Contract,1.5,26009.45,360.0,97200.0,60,Vacation,38895.88,3,0,0.2991,2023-10-20,2023,Q4,4.888,4.857
BRW01046,44,Salaried,21.8,84255.31,413.0,36300.0,84,Debt Consolidation,18821.04,4,0,0.0319,2022-02-16,2022,Q1,1.744,2.5
BRW01942,40,Salaried,2.5,16044.03,300.0,33500.0,60,Medical,7780.92,3,1,0.097,2021-11-04,2021,Q4,-0.005,2.5
BRW01612,46,Unemployed,13.4,9834.12,300.0,41200.0,84,Debt Consolidation,6332.53,7,0,3.7285713034655106,2023-02-18,2023,Q1,4.992,25.689
BRW00030,31,Salaried,2.2,18454.21,304.0,38400.0,60,Debt Consolidation,15153.63,5,0,0.1642,2022-06-26,2022,Q2,1.547,2.5
BRW00725,36,Contract,3.7,59153.19,300.0,250700.0,24,Home Improvement,30111.69,2,0,0.2545,2023-01-01,2023,Q1,4.834,5.754
BRW03200,39,Self-Employed,5.0,53298.93,315.0,41200.0,48,Business,60699.06,4,1,0.2847,2022-05-14,2022,Q2,1.849,4.597
BRW04144,22,Self-Employed,1.4,54355.18,315.0,28000.0,120,Debt Consolidation,4529.84,5,0,0.0083,2023-01-25,2023,Q1,5.014,5.637
BRW03959,39,Contract,19.1,30271.83,489.0,17300.0,36,Medical,9331.19,0,0,0.1027,2023-07-14,2023,Q3,5.181,2.544
BRW01426,58,Salaried,2.5,53421.68,367.0,64900.0,24,Debt Consolidation,16019.22,3,0,0.1499,2021-08-21,2021,Q3,-0.03,2.5
BRW03414,32,Salaried,2.1,57884.02,379.0,84900.0,84,Debt Consolidation,11702.43,6,0,0.0289,2022-11-17,2022,Q4,1.843,2.5
BRW00436,54,Salaried,5.1,34440.76,425.0,67000.0,36,Education,13358.2,1,0,3.6868798265528664,2023-04-29,2023,Q2,4.882,19.837
BRW02505,29,Salaried,9.6,24892.17,344.0,87300.0,36,Auto,71836.32,2,0,0.962,2022-03-20,2022,Q1,1.667,4.997
BRW00912,40,Salaried,0.9,11819.06,345.0,43700.0,120,AUTO,6270.96,3,0,0.0531,2022-05-13,2022,Q2,1.573,2.5
BRW04247,59,Self-Employed,4.0,34785.53,358.0,37400.0,60,Auto,29966.71,6,3,0.1723,2021-08-03,2021,Q3,0.084,3.099
BRW04189,37,Salaried,7.2,26230.95,300.0,18200.0,60,Debt Consolidation,37958.36,2,1,0.2894,2021-09-24,2021,Q3,0.247,2.5
BRW04538,35,Salaried,12.1,22000.19,363.0,70000.0,48,Debt Consolidation,53815.0,6,0,0.6115,2022-07-08,2022,Q3,1.656,4.364
BRW03379,30,Salaried,3.5,77409.0,,87600.0,36,Business,24383.71,4,0,0.105,2023-01-05,2023,Q1,5.263,2.5
BRW02319,26,Retired,3.0,43431.82,300.0,27800.0,36,Medical,15248.26,4,0,0.117,2021-08-15,2021,Q3,0.038,2.5
BRW03007,22,Unemployed,7.2,7025.64,300.0,263300.0,48,Auto,9311.37,5,0,0.3313,2021-12-19,2021,Q4,0.14,4.901
BRW01238,43,Self-Employed,0.0,42549.01,,33600.0,36,Medical,6864.65,3,0,0.0538,2021-12-23,2021,Q4,-0.015,2.5
BRW00903,50,Retired,2.8,19490.94,429.0,15200.0,36,Medical,12635.54,2,0,0.2161,2023-06-25,2023,Q2,5.109,5.034
BRW03773,30,Salaried,0.9,35703.41,327.0,34300.0,84,Vacation,58314.64,3,3,0.2333,2023-05-03,2023,Q2,4.955,8.91
BRW04603,51,Contract,0.1,43448.66,365.0,40200.0,120,Medical,7407.02,7,0,0.017,2021-04-22,2021,Q2,0.043,2.5
BRW01543,33,Salaried,0.2,97149.66,300.0,31800.0,48,Auto,12297.02,6,1,0.0316,2021-04-13,2021,Q2,-0.007,2.5
BRW00507,29,Self-Employed,0.4,102299.77,300.0,31900.0,48,Business,36465.11,7,1,0.0891,2023-10-27,2023,Q4,5.176,6.854
BRW03269,44,Contract,7.4,41669.64,331.0,26700.0,60,Debt Consolidation,2715.57,3,4,0.013,2022-05-01,2022,Q2,1.661,4.29
BRW00183,42,Contract,0.8,25563.35,,19600.0,48,Education,2456.59,1,3,0.024,2023-02-02,2023,Q1,4.964,3.013
BRW02991,44,Salaried,1.2,33297.14,309.0,71700.0,36,Business,50423.58,6,0,0.5048,2021-09-06,2021,Q3,0.065,2.5
BRW01497,50,Salaried,10.5,30907.06,431.0,93800.0,24,Debt Consolidation,3177.23,3,0,0.0514,2021-01-08,2021,Q1,0.021,2.5
BRW01873,45,Contract,0.9,11484.28,345.0,26800.0,24,Home Improvement,34042.26,0,0,1.4821,2023-10-25,2023,Q4,4.776,10.825
BRW00321,43,Retired,1.9,11077.56,368.0,100400.0,48,Home Improvement,13780.91,2,0,0.311,2023-06-27,2023,Q2,5.091,7.163
BRW01831,40,Salaried,5.8,132078.09,335.0,21700.0,24,Debt Consolidation,37780.42,6,0,0.143,2021-01-06,2021,Q1,0.083,2.5
BRW03501,31,Contract,1.4,42959.71,358.0,19100.0,48,Auto,27861.47,9,0,0.1621,2021-04-17,2021,Q2,-0.053,2.5
BRW01803,22,Salaried,1.7,30354.17,324.0,22300.0,12,Education,38974.61,4,1,1.284,2021-11-27,2021,Q4,0.198,7.216
BRW04801,37,Self-Employed,11.5,34078.51,443.0,43900.0,84,Debt Consolidation,5104.65,2,0,0.0214,2023-08-10,2023,Q3,4.891,3.495
BRW04415,44,Contract,4.7,22488.4,306.0,27100.0,48,Home Improvement,7860.37,6,0,0.0874,2021-10-31,2021,Q4,-0.267,2.5
BRW03470,37,Salaried,6.7,30218.25,400.0,41600.0,120,Medical,2103.69,3,0,0.007,2022-08-01,2022,Q3,1.633,2.5
BRW02144,35,Self-Employed,0.0,27066.47,300.0,19400.0,60,Debt Consolidation,25445.58,4,0,0.188,2023-03-18,2023,Q1,5.035,7.274
BRW04463,49,Salaried,0.5,16653.67,343.0,64200.0,36,Debt Consolidation,10622.63,4,0,0.2126,2023-04-03,2023,Q2,5.229,5.575
BRW01146,27,Salaried,2.9,40479.96,300.0,19200.0,60,Home Improvement,6046.37,4,0,0.0299,2023-09-07,2023,Q3,5.034,5.78
BRW02098,22,Salaried,16.3,106552.55,324.0,14400.0,48,Debt Consolidation,6771.62,4,0,0.0159,2021-12-22,2021,Q4,0.013,2.5
BRW00044,23,Salaried,4.6,29755.16,336.0,31100.0,36,Auto,12997.7,6,0,4.40433319461966,2021-04-11,2021,Q2,-0.074,18.62
BRW04080,44,Salaried,6.0,82927.63,388.0,30200.0,48,Debt Consolidation,4512.78,1,0,0.0136,2021-08-28,2021,Q3,-0.036,2.5
BRW01862,45,Salaried,4.3,63452.92,357.0,70600.0,48,Auto,11165.71,6,0,0.044,2022-05-19,2022,Q2,1.716,2.5
BRW01869,33,Unemployed,1.5,14325.21,352.0,8300.0,84,Business,24938.65,4,2,0.2487,2022-06-08,2022,Q2,1.552,6.852
BRW01378,31,Salaried,0.4,26199.29,,61600.0,84,Home Improvement,2150.5,5,0,3.6183704779605588,2021-12-11,2021,Q4,-0.083,12.464
BRW01808,22,Salaried,15.1,86081.25,368.0,40100.0,36,Debt Consolidation,28548.15,2,0,0.1105,2023-02-07,2023,Q1,5.21,5.003
BRW03592,61,Salaried,9.0,49620.69,408.0,47100.0,36,Business,6693.51,2,0,0.045,2023-03-10,2023,Q1,5.169,4.259
BRW00413,50,Salaried,2.6,57184.12,416.0,42800.0,60,Auto,8491.66,5,0,0.0297,2023-12-18,2023,Q4,5.5,4.02
BRW03919,37,Unemployed,0.1,30468.55,304.0,28900.0,12,Home Improvement,14114.25,5,4,0.4632,2022-07-25,2022,Q3,1.631,9.595
BRW01407,53,Salaried,1.8,115216.71,317.0,17900.0,120,Auto,11115.65,3,2,0.0096,2022-02-14,2022,Q1,1.71,3.305
BRW03911,40,Salaried,7.7,36378.0,325.0,18900.0,60,Home Improvement,8886.95,7,0,0.0489,2022-11-04,2022,Q4,1.798,2.5
BRW00801,32,Self-Employed,4.9,82415.07,377.0,55100.0,36,Business,24938.3,3,0,0.1009,2023-07-28,2023,Q3,5.055,6.04
BRW01288,26,Salaried,3.6,52366.42,334.0,23500.0,84,Debt Consolidation,8269.41,6,1,0.0226,2022-10-06,2022,Q4,1.677,2.5
BRW03320,39,Self-Employed,14.5,146851.21,,61400.0,60,Debt Consolidation,19985.98,4,0,0.0272,2022-08-07,2022,Q3,1.777,2.5
BRW02829,34,Salaried,8.6,51218.83,384.0,17300.0,24,Auto,8711.38,6,1,0.085,2021-01-28,2021,Q1,-0.055,2.5
BRW04544,41,Salaried,2.3,15667.68,342.0,64800.0,48,Debt Consolidation,8238.31,4,1,0.1315,2022-03-29,2022,Q1,1.838,3.309
BRW03408,35,Salaried,1.5,81634.12,377.0,36100.0,24,Business,3435.38,3,3,0.021,2023-07-24,2023,Q3,4.926,7.005
BRW00256,50,Salaried,2.4,48331.04,383.0,61200.0,84,Business,4777.38,5,1,0.0141,2022-12-27,2022,Q4,1.842,2.5
BRW04856,46,Unemployed,1.2,3880.1,342.0,72400.0,120,Auto,2591.82,3,0,0.0668,2022-11-16,2022,Q4,1.609,5.323
BRW03676,38,Retired,13.1,57907.3,345.0,27000.0,36,Debt Consolidation,11240.12,5,0,0.0647,2021-02-11,2021,Q1,0.291,2.5
BRW01151,22,Salaried,16.3,129367.86,,14600.0,120,Home Improvement,11493.72,6,0,0.0089,2021-09-25,2021,Q3,-0.026,2.5
BRW02333,34,Contract,8.3,64322.04,394.0,106500.0,36,Debt Consolidation,12780.63,1,1,0.0662,2021-02-19,2021,Q1,0.123,2.5
BRW00647,37,Salaried,9.0,29002.41,367.0,12800.0,36,Auto,38096.13,7,2,0.4379,2021-04-11,2021,Q2,0.005,2.986
BRW04707,33,Contract,6.2,63383.11,375.0,23000.0,60,Debt Consolidation,13195.88,5,1,0.0416,2022-12-03,2022,Q4,1.616,2.5
BRW03429,49,Salaried,1.2,40479.15,361.0,181900.0,36,Medical,26414.81,3,1,0.2175,2021-06-03,2021,Q2,0.122,2.5
BRW04589,27,Contract,1.2,29139.35,324.0,141800.0,84,Home Improvement,25940.65,6,0,0.1272,2021-02-20,2021,Q1,0.149,2.5
BRW03822,37,Salaried,11.6,48372.17,320.0,32900.0,60,Education,5242.09,1,2,0.0217,2021-12-18,2021,Q4,0.077,2.5
BRW01315,24,Salaried,0.8,,325.0,16000.0,60,Vacation,6044.31,6,4,3.1064203432784305,2021-09-14,2021,Q3,-0.159,16.881
BRW01088,35,Self-Employed,3.2,,303.0,23700.0,60,Education,4411.85,4,0,0.2941,2022-03-08,2022,Q1,1.424,2.857
BRW02016,35,Contract,9.6,32396.22,340.0,12600.0,60,Home Improvement,17973.73,2,1,0.111,2022-12-05,2022,Q4,1.74,2.5
BRW03519,22,Contract,3.3,49350.38,300.0,40600.0,24,Education,4052.67,5,0,0.0411,2023-12-25,2023,Q4,5.321,5.201
BRW01743,49,Unemployed,3.3,24633.94,397.0,33300.0,36,Business,9800.45,4,0,0.1326,2022-06-25,2022,Q2,1.582,3.879
BRW01350,26,Self-Employed,6.9,24746.23,321.0,104100.0,24,Debt Consolidation,6314.98,3,0,0.1276,2023-07-08,2023,Q3,4.698,4.561
BRW02535,35,Salaried,0.7,90280.57,394.0,128300.0,24,Debt Consolidation,4103.35,2,0,0.0227,2021-04-24,2021,Q2,0.251,2.5
BRW00112,38,Salaried,0.3,29822.5,341.0,62400.0,120,Vacation,31406.78,3,0,0.1053,2022-03-29,2022,Q1,1.459,2.5
BRW03179,43,Salaried,1.0,36744.65,307.0,64700.0,48,Home Improvement,32812.07,3,0,0.2232,2021-11-22,2021,Q4,0.159,2.5
BRW00263,27,Self-Employed,4.4,,320.0,161200.0,36,Auto,39800.66,3,0,2.5,2023-01-02,2023,Q1,5.06,16.872
BRW01393,39,Salaried,3.9,82129.38,383.0,86700.0,48,Business,21563.88,2,0,0.0656,2021-06-12,2021,Q2,0.08,2.5
BRW01926,22,Self-Employed,7.1,43479.38,362.0,38600.0,48,Education,6944.77,5,1,0.0399,2021-06-01,2021,Q2,-0.061,2.5
BRW01186,28,Self-Employed,4.1,93913.47,371.0,122200.0,36,Medical,61860.15,9,0,0.2196,2021-09-27,2021,Q3,0.234,2.5
BRW02384,38,Salaried,1.9,24635.16,380.0,81900.0,84,Home Improvement,20679.91,0,0,0.1199,2021-05-23,2021,Q2,-0.094,2.5
BRW00056,29,Self-Employed,6.9,,300.0,33200.0,24,Auto,12320.26,4,0,2.0534,2022-04-29,2022,Q2,1.894,12.993
BRW01309,42,Salaried,5.8,34032.0,332.0,34000.0,48,Home Improvement,29673.52,2,0,0.218,2022-09-09,2022,Q3,1.499,2.5
BRW00695,34,Salaried,1.7,14013.25,341.0,50900.0,36,Home Improvement,3384.03,6,0,0.0805,2023-10-27,2023,Q4,5.213,4.783
BRW04228,40,Salaried,0.2,15923.75,389.0,20100.0,24,Home Improvement,10534.75,5,0,0.3308,2023-08-20,2023,Q3,4.947,4.751
BRW03453,32,Unemployed,0.1,8745.29,300.0,22400.0,84,Debt Consolidation,21032.39,3,2,0.3436,2022-08-09,2022,Q3,1.794,8.506
BRW01769,43,Self-Employed,4.6,35877.82,326.0,37800.0,60,Auto,3697.7,4,0,0.0206,2022-02-20,2022,Q1,1.686,2.5
BRW01962,43,Salaried,0.1,57477.81,360.0,44000.0,60,Education,5561.43,6,1,0.0194,2022-07-17,2022,Q3,1.504,2.5
BRW03630,43,Salaried,6.3,67458.62,,35100.0,36,Home Improvement,4094.39,7,0,0.0202,2021-12-07,2021,Q4,-0.096,2.5
BRW00319,36,Self-Employed,2.7,16790.28,300.0,65500.0,36,Medical,4531.46,2,0,0.09,2023-04-07,2023,Q2,4.984,6.348
BRW02318,32,Self-Employed,2.3,52464.71,359.0,35300.0,60,Medical,5721.26,3,0,0.0218,2023-07-19,2023,Q3,5.239,5.29
BRW01589,38,Salaried,1.5,45457.11,,14600.0,36,Medical,15073.12,3,0,0.1105,2022-03-23,2022,Q1,1.448,2.5
BRW00682,32,Salaried,2.2,16938.86,314.0,37500.0,48,Business,13561.78,3,3,0.2002,2021-01-15,2021,Q1,0.199,3.593
BRW02347,29,Salaried,4.7,106027.67,376.0,43200.0,48,Business,41816.01,4,0,0.0986,2022-04-22,2022,Q2,1.803,2.5
BRW04691,40,Contract,3.2,62333.81,356.0,38200.0,36,Medical,16659.22,5,1,0.0891,2022-05-26,2022,Q2,1.458,2.5
BRW00479,49,Salaried,0.7,86089.49,426.0,39900.0,84,Home Improvement,42340.16,4,0,0.0703,2023-03-18,2023,Q1,4.979,4.74
BRW03559,25,Salaried,0.5,71502.03,303.0,59400.0,60,Education,13578.59,4,0,0.038,2023-11-07,2023,Q4,4.741,4.302
BRW02895,70,Self-Employed,0.7,43379.59,431.0,36500.0,48,Home Improvement,10776.58,4,0,0.0621,2021-02-18,2021,Q1,0.263,2.5
BRW00286,36,Salaried,3.3,46677.59,353.0,108600.0,60,Business,61902.66,2,0,0.2652,2023-01-02,2023,Q1,5.056,5.589
BRW03036,34,Contract,0.3,27430.37,325.0,81000.0,36,Vacation,27330.37,4,0,0.3321,2023-07-26,2023,Q3,5.088,5.323
BRW02154,25,Contract,8.3,43100.87,362.0,17900.0,60,Vacation,13903.18,4,1,0.0645,2023-07-20,2023,Q3,4.952,5.302
BRW02447,35,Salaried,5.4,60380.29,,54900.0,24,Medical,27234.96,2,3,0.2255,2023-01-07,2023,Q1,4.888,4.365
BRW02295,43,Salaried,1.3,15752.42,352.0,33000.0,24,Auto,25104.12,5,0,0.7968,2021-12-22,2021,Q4,0.037,2.798
BRW02366,32,Contract,2.0,62829.24,370.0,57200.0,24,Home Improvement,13375.24,5,0,0.1064,2022-11-13,2022,Q4,1.759,2.5
BRW03551,22,Salaried,8.1,90881.3,372.0,58900.0,60,Business,25520.46,4,0,0.0562,2022-06-18,2022,Q2,1.739,2.5
BRW01598,38,Self-Employed,1.5,20234.27,,34700.0,36,Home Improvement,23544.37,4,4,0.3879,2022-03-31,2022,Q1,1.521,3.348
BRW04128,30,Contract,0.9,110842.23,300.0,16600.0,60,Vacation,6021.68,1,1,0.0109,2023-06-23,2023,Q2,4.925,6.701
BRW03137,27,Contract,1.2,77542.04,,41200.0,24,Debt Consolidation,34953.07,5,5,0.2254,2021-11-29,2021,Q4,0.303,2.5
BRW00736,40,Salaried,4.9,51092.97,300.0,23500.0,60,Debt Consolidation,7150.24,2,1,0.028,2023-01-31,2023,Q1,4.967,4.775
BRW01777,37,Salaried,5.4,24513.88,397.0,28500.0,84,Debt Consolidation,3143.92,2,0,0.0183,2022-09-05,2022,Q3,1.611,2.5
BRW00336,29,Salaried,1.4,84878.25,300.0,70500.0,60,Debt Consolidation,17061.1,4,0,0.0402,2022-12-17,2022,Q4,1.508,2.5
BRW02417,41,Salaried,1.0,83458.57,371.0,69200.0,60,Debt Consolidation,8823.17,7,2,0.0211,2021-09-22,2021,Q3,-0.021,2.5
BRW04478,24,Salaried,6.1,,343.0,20500.0,48,Auto,5028.8,8,0,0.4191,2022-07-28,2022,Q3,1.574,2.5
BRW02680,44,Unemployed,0.5,17018.8,325.0,34800.0,24,Home Improvement,127668.74,2,5,2.5,2023-03-04,2023,Q1,4.644,23.687
BRW04430,22,Self-Employed,4.4,95538.96,301.0,16400.0,84,Home Improvement,11316.64,3,0,0.0169,2022-11-02,2022,Q4,1.752,4.022
BRW01071,42,Salaried,17.6,60440.06,418.0,33300.0,60,Business,24845.55,3,0,2.333158798218159,2023-07-05,2023,Q3,4.917,15.01
BRW03810,28,Self-Employed,7.7,232922.79,314.0,15900.0,36,Medical,18044.9,5,2,0.0258,2021-12-15,2021,Q4,-0.087,2.5
BRW01714,32,Unemployed,0.7,5561.78,300.0,176600.0,60,Debt Consolidation,11007.26,4,0,0.3958,2023-05-28,2023,Q2,5.062,11.196
BRW02323,54,Salaried,10.6,46630.06,421.0,18600.0,84,Education,16074.53,2,2,0.0492,2022-09-04,2022,Q3,1.607,2.5
BRW02633,41,Self-Employed,0.3,41948.3,364.0,46700.0,36,Business,9701.3,3,0,0.0771,2023-10-07,2023,Q4,5.106,5.388
BRW04374,47,Salaried,4.0,27266.44,,41700.0,48,Debt Consolidation,19607.54,3,0,0.1798,2021-07-02,2021,Q3,0.149,2.5
BRW04397,28,Salaried,4.7,58785.25,300.0,39100.0,36,Vacation,70539.2,6,0,0.4,2022-06-08,2022,Q2,1.822,3.501
BRW04230,22,Salaried,9.5,100758.36,,38300.0,60,Medical,8331.86,6,0,0.0165,2021-12-19,2021,Q4,0.044,2.5
BRW01488,22,Unemployed,3.0,6105.53,300.0,23200.0,24,Business,4564.48,4,4,0.3738,2022-07-31,2022,Q3,1.638,10.113
BRW00498,29,Self-Employed,11.7,55852.16,372.0,49100.0,120,Auto,9947.67,3,0,0.0178,2023-03-25,2023,Q1,4.93,4.751
BRW04370,22,Salaried,4.9,60787.09,316.0,18500.0,84,Auto,21296.72,4,0,0.05,2023-03-13,2023,Q1,5.144,4.576
BRW04826,38,Self-Employed,9.0,43941.35,352.0,12700.0,36,Auto,16289.21,5,1,0.1236,2022-07-26,2022,Q3,1.444,3.264
BRW04351,38,Salaried,0.4,81455.4,400.0,97300.0,24,Debt Consolidation,18323.9,5,0,0.1125,2022-06-29,2022,Q2,1.923,2.5
BRW02372,39,Retired,0.4,33613.41,300.0,27900.0,60,Vacation,10590.4,2,0,0.063,2022-07-04,2022,Q3,1.657,2.71
BRW04135,34,Contract,9.6,,343.0,13000.0,60,Business,13142.6,7,0,0.8762,2023-03-04,2023,Q1,5.052,7.531
BRW04550,51,Self-Employed,0.3,,344.0,94600.0,48,Business,2976.18,1,0,0.248,2023-07-28,2023,Q3,4.888,6.054
BRW03323,40,Retired,8.5,19542.67,300.0,48400.0,36,Auto,12945.55,7,0,0.2208,2023-03-02,2023,Q1,5.215,6.416
BRW01610,35,Self-Employed,4.9,59011.91,300.0,65100.0,36,Home Improvement,15254.02,1,1,0.0862,2022-11-02,2022,Q4,1.793,4.05
BRW02186,23,Salaried,0.9,,330.0,54000.0,24,Medical,6252.15,7,0,1.042,2023-06-12,2023,Q2,4.994,9.366
BRW03914,23,Salaried,6.0,38444.44,354.0,23200.0,84,Debt Consolidation,11662.64,1,1,0.0433,2023-10-12,2023,Q4,4.824,4.794
BRW04634,31,Unemployed,2.5,11586.47,324.0,11700.0,60,Medical,127696.61,2,0,2.2042,2022-10-30,2022,Q4,1.548,13.873
BRW01022,37,Salaried,1.1,99283.57,301.0,18700.0,36,vacation ,12368.33,2,0,0.0415,2021-11-05,2021,Q4,0.129,2.5
BRW02314,44,Salaried,1.1,57409.17,337.0,21600.0,24,Auto,16727.65,2,1,0.1457,2021-02-23,2021,Q1,0.154,2.5
BRW04916,48,Salaried,11.4,34433.48,418.0,17300.0,12,Business,12411.05,3,0,0.3604,2021-05-18,2021,Q2,0.0,2.5
BRW02036,41,Salaried,2.5,39535.86,359.0,14300.0,84,Business,16249.23,9,4,0.0587,2023-05-10,2023,Q2,5.039,7.757
BRW04812,44,Salaried,9.9,34846.32,382.0,33800.0,60,Home Improvement,15066.61,4,0,0.0865,2023-11-24,2023,Q4,5.253,5.822
BRW02059,39,Salaried,6.1,157164.4,358.0,31800.0,84,Vacation,18425.78,6,2,0.0167,2021-04-21,2021,Q2,-0.24,2.5
BRW00665,39,Salaried,1.0,39331.72,398.0,43900.0,48,Business,20918.33,4,0,0.133,2022-10-05,2022,Q4,1.706,2.5
BRW03988,57,Salaried,1.1,52612.37,300.0,34900.0,36,Medical,13495.02,4,0,0.0855,2022-10-03,2022,Q4,1.865,2.665
BRW02677,22,Contract,0.3,59078.56,335.0,64500.0,24,Debt Consolidation,14433.43,4,0,0.1222,2021-03-22,2021,Q1,0.216,2.5
BRW04541,57,Salaried,3.9,36611.02,399.0,36300.0,60,Business,4952.63,7,4,0.0271,2023-08-10,2023,Q3,4.858,7.05
BRW04291,33,Contract,3.7,43920.9,373.0,38500.0,24,Home Improvement,20442.48,3,3,0.2327,2023-10-04,2023,Q4,4.87,7.5
BRW04579,46,Salaried,0.4,30078.24,383.0,30300.0,24,Medical,11166.43,2,1,0.1856,2021-10-29,2021,Q4,0.224,2.5
BRW01017,33,Salaried,3.9,87164.47,310.0,43400.0,48,Debt Consolidation,5301.06,3,1,0.0152,2022-11-26,2022,Q4,1.634,2.5
BRW00557,33,Salaried,2.4,91526.65,300.0,56400.0,60,Auto,26165.86,1,5,0.0572,2022-05-25,2022,Q2,1.82,6.132
BRW03973,38,Salaried,1.9,57683.53,420.0,36500.0,12,Education,2884.78,7,0,0.05,2021-04-05,2021,Q2,0.201,2.5
BRW01207,31,Salaried,22.6,147159.42,426.0,27000.0,120,Vacation,12443.38,8,0,0.0085,2022-02-16,2022,Q1,1.773,2.5
BRW02052,31,Self-Employed,4.5,67274.79,332.0,20600.0,36,Education,26813.64,2,1,0.1329,2022-09-16,2022,Q3,1.782,2.624
BRW04623,45,Salaried,9.6,80314.48,368.0,78900.0,36,Auto,17524.78,9,0,0.0727,2021-02-07,2021,Q1,0.323,2.5
BRW02164,53,Salaried,2.8,24862.03,358.0,20700.0,36,Home Improvement,9929.93,5,2,0.1331,2023-04-28,2023,Q2,5.018,6.182
BRW01510,26,Unemployed,8.9,23420.98,406.0,24900.0,12,Auto,4009.61,3,0,0.1712,2023-01-04,2023,Q1,4.908,8.226
BRW01779,31,Self-Employed,1.6,21056.01,328.0,55600.0,60,Business,8136.73,5,0,0.0773,2021-04-25,2021,Q2,0.26,2.5
BRW00245,34,Salaried,14.2,65493.7,405.0,66100.0,36,Auto,16467.37,3,2,0.0838,2022-06-26,2022,Q2,1.521,2.5
BRW01163,22,Contract,5.5,38945.29,321.0,55700.0,36,Auto,17464.2,3,0,0.1495,2021-02-23,2021,Q1,0.181,2.5
BRW02370,36,Self-Employed,6.8,67601.97,,34700.0,60,auto,2778.53,4,0,0.0082,2023-05-23,2023,Q2,5.032,2.528
BRW00266,54,Unemployed,2.3,10003.62,343.0,38200.0,84,Home Improvement,10374.46,3,0,0.1482,2023-10-18,2023,Q4,5.026,9.383
BRW02714,41,Self-Employed,8.5,25456.54,405.0,64300.0,12,Business,28846.67,7,2,1.1332,2023-12-25,2023,Q4,4.95,10.857
BRW01114,39,Contract,3.8,27939.47,348.0,34600.0,120,Auto,14163.9,5,0,0.0507,2022-01-19,2022,Q1,1.693,2.5
BRW00063,26,Self-Employed,9.7,75553.29,306.0,103600.0,60,Home Improvement,3719.12,3,0,0.0098,2021-06-09,2021,Q2,0.03,2.5
BRW02630,40,Retired,4.5,14219.15,,13800.0,60,Auto,67218.15,5,0,0.9455,2021-05-15,2021,Q2,0.273,2.5
